股票代码,公司中文全称,公司英文全称,CSRC行业分类,GICS行业分类,公司注册地
600746,江苏索普化工股份有限公司,"JIANGSU SOPO CHEMICAL CO.,LTD.",C43,151010,江苏省镇江市谏壁镇越河街50号
600747,大连大显股份有限公司,"DALIAN DAXIAN CO.,LTD.",C55,452030,辽宁省大连市高新园区双D港辽河东路1号
600748,上海浦东不锈薄板股份有限公司,"SHANGHA I INDUSTRIAL DEVELOPMENT CO.,LTD",J01,404030,上海市浦东新区浦东南路1085号华申大厦6楼
600749,西藏圣地股份有限公司,"TIBET SHENDI CO.,LTD",K34,254010,西藏自治区拉萨市林廓东路6号
600750,江西江中药业股份有限公司,"JIANGXI JIANGZHONG PHARMACEUTICALCO.,LTD",C81,352020,江西省南昌市高新区火炬大街788号
600751,天津市海运股份有限公司,"TIENTISN MARINE SHIPPING CO.,LTD.",F07,203030,天津市天津港保税区京门大道188号
600752,哈慈股份有限公司,"HACI CO.,LTD.",C81,302020,黑龙江省哈尔滨市动力区通乡街169号
600753,河南冰熊保鲜设备股份有限公司,"HENAN BINGXIONG FRESH-PRESER VATION EQUIPMENIS CO.,LTD",C76,404030,河南省民权县府后街22号
600754,上海锦江国际酒店发展股份有限公司,"Shang hai Jinjiang International Hotels Development Co.,Ltd.",K32,253010,上海市浦东新区浦电路389号12楼
600755,厦门国贸集团股份有限公司,"XIAMEN INTERNATIONAL TRADE GROUP CO.,LTD.",H21,201070,福建省厦门湖滨南路国贸大厦8层
600756,山东浪潮齐鲁软件产业股份有限公司,"SHANDONG LANGCHAO CHEELOOSOFT CO.,LTD.",G87,451030,山东省泰安市虎山路中段
600757,上海华源企业发展股份有限公司,"SHANGHAI WORLDBEST INDUSTRY DEVELOPMENT CO.,LTD.",C13,252030,上海市浦东新区商城路660号
600758,辽宁金帝建设集团股份有限公司,"LIAONING JINDI CONSTRUCTION CONSORTIUM CO., LTD.",E01,551010,辽宁省沈阳市沈河区青年大街118号
600759,海南华侨投资股份有限公司,"HAINAN OVERSEAS CHINESE INVESTORS CO.,LTD.",M,404030,海南省海口市西沙路２８号侨企大楼Ｂ座８楼
600760,山东黑豹股份有限公司,"Dongan Heibao CO.,LTD",C75,251020,山东省文登市龙山路107号
600761,安徽合力股份有限公司,"ANHUI HELI CO.,LTD.",C73,201060,安徽省合肥市望江西路15号
600762,衡阳市金荔科技农业股份有限公司,"HUNAN HENGYANG JINLI TECHNOLOGY （AGRICULTURAL）CO.,LTD",A01,302020,湖南省衡阳市解放131号
600763,中燕纺织股份有限公司,ZHONGYAN TEXTILE CORPORATION,C14,351020,北京市平谷县北杨桥乡
600764,甘肃三星石化(集团)股份有限公司,"GANSU TRISTAR PETROCHEMICAL (GROUP) CO.,LTD.",G81,452010,甘肃省兰州市高新技术开发区科技街66号
600765,贵州力源液压股份有限公司,"GUIZHOU LIYUAN HYDRAULIC COMPONENTS CO.,LTD.",C71,201060,贵州贵阳国家高新技术产业开发区
600766,烟台华联发展集团股份有限公司,"Yantai Hualian Development Group CO.,LTD.",H11,255010,山东省烟台市南大街261号
600767,运盛(上海)实业股份有限公司,"WINSAN(SHANG HAI) INDUSTRIAL CO.,LTD.",M,404030,上海市青浦区朱家角镇祥凝浜路168号
600768,宁波富邦精业集团股份有限公司,"NINGBO FUBANG JINGYE GROUP Co.,LTD",F03,151040,宁波市药行街139 号中国银行大厦20 层
600769,武汉祥龙电业股份有限公司,"WUHAN XIANGLONG POWER INDUSTRY CO.,LTD.",D01,151010,湖北省武汉市洪山区葛化街化工路31号
600770,江苏综艺股份有限公司,"JIANGSU ZONGYI CO.,LTD.",M,201050,江苏省通州市兴东镇黄金村
600771,东盛科技股份有限公司,"TOPSUN SCIENCE AND TECHNOLOGY CO.,LTD",C81,352020,青海省西宁经济技术开发区金桥路38号
600772,中油龙昌(集团)股份有限公司,"PETROLEUM LONG CHAMP (GROUP) CO.,LTD.",F05,101020,上海市中山南路28号20层
600773,西藏金珠股份有限公司,"TIBET JINZHU CO.,LTD.",H21,201070,西藏自治区拉萨市北京中路182号
600774,武汉市汉商集团股份有限公司,"WUHAN HANSHANG GROUP CO.,LTD.",H11,255030,NA
600775,南京熊猫电子股份有限公司,"NANJING PANDA ELECTRONICS CO.,LTD.",G81,452010,江苏省南京市高新技术产业开发区05幢北侧1-2层
600776,东方通信股份有限公司,"EASTERN COMMUNICATIONS CO.,LTD.",G81,452010,浙江省杭州市文三路398号
600777,烟台新潮实业股份有限公司,"YANTAI XINCHAO INDUSTRY CO., LTD",C51,201040,山东省烟台市牟平区牟山路98号
600778,新疆友好(集团)股份有限公司,"XINJIANG FRIENDSHIP (GROUP) CO.,LTD.",H11,255030,新疆维吾尔自治区乌鲁木齐市友好南路30号
600779,四川全兴股份有限公司,"SICHUAN QUANXING CO.,LTD",C05,302010,四川省成都市金牛区全兴路9号
600780,山西通宝能源股份有限公司,TOP ENERGY COMPANY LTD.SHANXI,D01,551010,山西省太原市高新技术产业开发区学府工业园区V-6区
600781,上海民丰实业（集团）股份有限公司,"SHANGHAIMINFENGINDUSTRIAL GROUP CO.,LTD.",C11,252030,上海市西康路757号
600782,新华金属制品股份有限公司,"XINHUA METAL PRODUCTS CO.,LTD.",C69,151040,江西省新余市铁焦路
600783,山东鲁信高新技术产业股份有限公司,"SHANDONG LUXIN HIGH-TECH INDUSTRY CO.,LTD.",C61,151040,山东省淄博市高新技术产业开发区中路
600784,鲁银投资集团股份有限公司,"LUYIN INVESTMENT GROUP CO.,LTD.",M,151040,山东省济南市经十路128号
600785,银川新华百货商店股份有限公司,YINCHUAN XINHUA DEPARTMENT STORE CO.LTD,H11,255030,宁夏回族自治区银川市兴庆区新华东街97号
600786,东方锅炉（集团）股份有限公司,"DONGFANG BOILER GROUP CO.,LTD.",C71,201060,四川省自贡市五星街黄桷坪路150号
600787,中储发展股份有限公司,"Zhongchu development stock Co.,LTD.",F21,203010,天津市北辰经济开发区开发大厦
600788,西安达尔曼实业股份有限公司,"XI′AN DIAMOND CO.,LTD.",C99,252030,陕西省西安市建工路19号
600789,山东鲁抗医药股份有限公司,"SHANDONG LUKANG PHARMACEUTLCAL CO.,LTD.",C81,352020,山东省济宁市太白楼西路173号
600790,浙江中国轻纺城集团股份有限公司,"ZHEJIANG CHINA LIGHT & TEXTILE INDUSTRIAL CITY GROUP CO.,LTD",M,252030,浙江省绍兴县柯桥镇鉴湖路1 号中轻大厦
600791,天创置业股份有限公司,TIANCHUANGPROPERIYCO.，LTD.,J,404030,北京市西城区复兴门南大街2号甲天银大厦A西八层
600792,云南马龙化建股份有限公司,"YUNNAN  MALONG  CHEMICALS  &  CONSTRUCTION  CO.,LTD",C61,151010,云南省曲靖市马龙县王家庄镇
600793,宜宾纸业股份有限公司,"YIBIN PAPER INDUSTRY CO.,LTD.",C31,151050,四川省宜宾市岷江西路54号
600794,云南新概念保税科技股份有限公司,YUNNAN FREETRADE SCIENCE AND TECHNOLOGY CO.LTD.,C31,203050,云南省昆明市春城路62号证券（基）大厦四楼
600795,国电电力发展股份有限公司,"GD POWER DEVELOPMENTCO., LTD",D01,551010,大连经济技术开发区黄海西路4号
600796,浙江钱江生物化学股份有限公司,"ZHEJIANG QIANJIANG BIOCHEMICAL CO.,LTD.",C85,151010,浙江省海宁市硖石镇西山路598号
600797,浙江浙大网新科技股份有限公司,"Insigma Technology Co.,Ltd",G87,452010,杭州市教工路1号18幢6层
600798,宁波海运股份有限公司,"NINGBO MARINE CO.,LTD.",F07,203030,宁波市江北区中马路568号
600799,黑龙江省科利华网络股份有限公司,"HEILONGJIANG CLEVER NET CORP,LTD",G87,451030,黑龙江省阿城市北环路2号
600800,天津环球磁卡股份有限公司,"TIAN JIN GLOBAL MAGNETIC CARD CO.,LTD.",C99,452030,天津港保税区空港物流加工区北环路1号
600801,华新水泥股份有限公司,HUAXIN CEMENT CO. LTD.,C61,151020,湖北省黄石市黄石大道897号
600802,福建水泥股份有限公司,"FUJIAN CEMENT STOCK CO.,LTD.",C61,151020,福建省福州市杨桥路118号宏扬新城建福大厦
600803,河北威远生物化工股份有限公司,"HEBEI VEYONG BIO-CHEMICAL CO.,LTD.",C43,151010,河北省石家庄市和平东路393 号
600804,成都鹏博士科技股份有限公司,"Chengdu Dr. Peng Technology Co., Ltd.",C65,151040,四川成都市高新西区创业中心
600805,江苏悦达投资股份有限公司,"JIANGSU YUEDA  INVESTMENT   CO.,LTD.",M,201050,江苏省盐城市开放大道78号
600806,交大昆机科技股份有限公司,JIAODA KUNJI HGIH-TECH COMPANY LIMITED,C73,201060,云南省昆明市茨坝路23号
600807,山东济南百货大楼(集团)股份有限公司,SHANDONG JINAN DEPARTMENT STORT（GROUP）STOCK,H11,404030,山东省济南市泉城路264号
600808,马鞍山钢铁股份有限公司,"MAANSHAN IRON & STEEL CO.,LTD.",C65,151040,安徽省马鞍山市红旗中路8号
600809,山西杏花村汾酒厂股份有限公司,"SHANXI XINGHUACUN FEN WINE FACTORY CO.,LTD.",C05,302010,山西省汾阳市杏花村
600810,神马实业股份有限公司,"SHENMA INDUSTRY CO.,LTD.",C47,151010,河南省平顶山市建设中路63号
600811,东方集团股份有限公司,ORIENT GROUP INC.,M,255040,哈尔滨市南岗区红旗大街240号
600812,华北制药股份有限公司,"NORTH CHINA PHARMACEUTICAL CO.,LTD.",C81,352020,河北省石家庄和平东路388号
600814,杭州解百集团股份有限公司,"HANGZHOU JIEBAI GROUP CO.,LTD.",H11,255030,浙江省杭州市上城区解放路251号
600815,厦门工程机械股份有限公司,"XIAMEN ENGINEERING MACHINERY CO.,LTD.",C73,201060,福建省厦门市厦禾路668号
600816,安信信托投资股份有限公司,"ANXIN TRUST&INVESTMENT CO.,LTD.",I31,402020,上海市杨浦区控江路1553-1555号A座3楼301室
600817,上海宏盛科技发展股份有限公司,"SHANGHAI HONGSHENG TECHNOLOGY CO.,LTD.",M,452030,上海市浦东新区商城路618号
600818,上海永久股份有限公司,"SHANGHAI FOREVER CO.,LTD.",C75,252020,上海市南汇区康桥镇康士路17号273室
600819,上海耀华皮尔金顿玻璃股份有限公司,SHANGHAI YAOHUA PILKINGTON GLASS CO.LTD.,C61,201010,上海市浦东新区济阳路100号
600820,上海隧道工程股份有限公司,"SHANGHAI TUNNEL ENGINEERING CO.,LTD.",E01,201030,上海市浦东新区海徐路957号
600821,天津劝业场(集团)股份有限公司,TIANJIN QUANYE BAZAAR （GROUP）COMPANY LIMITED,H11,255030,天津市和平区和平路290号
600822,上海物资贸易中心股份有限公司,"Shanghai Material Trading Co., Ltd.",H21,201070,中国上海市浦东新区陆家嘴东昌路东园一村139号201室
600823,上海世茂股份有限公司,"ShangHai ShiMao Co., LTD.",J01,404030,上海市九江路619号中福大厦23层A001室
600824,上海益民百货股份有限公司,SHANGHAI YIMIN DEPARTMENT STORES COMPANY LTD.,H11,255030,上海市淮海中路809号甲七楼
600825,华联超市股份有限公司,"HUALIAN SUPERMARKET CO.,LTD.",H11,254010,上海市张杨路655号12楼
600826,上海兰生股份有限公司,SHANGHAI LANSHENG CORPORATION,H21,255010,上海市浦东新区新金桥路1566号
600827,上海友谊集团股份有限公司,SHANGHAI FRIENDSHIP GROUP INCORPORATED  COMPANY,H11,255030,上海市浦东新区商城路518 号10 楼
600828,成都人民商场(集团)股份有限公司,"CHENGDU PEOPLES DEPARTMENT (GROUP) STORE CO.,LTD.",H11,255030,四川省成都市东御街19号
600829,哈尔滨天鹅实业股份有限公司,"HARBIN SWAN INDUSTRY CO.,LTD.",C61,352020,黑龙江省哈尔滨市道里区共乐街182号
600830,宁波大红鹰实业投资股份有限公司,"NINGBO DAHONGYING INDUSTRY ＆ INVESTMENT CO.,  LTD.",H11,255030,浙江省宁波市开明街130弄48号
600831,陕西广电网络传媒股份有限公司,"SHAANXI BROADCAST&TV NETWORK INTERMEDIARY CO.,LTD",L10,254010,西安市幸福北路21号
600832,上海东方明珠股份有限公司,"SHANGHAI ORIENTAL PEARL(GROUP)CO.,LTD",M,254010,上海浦东世纪大道1号
600833,上海第一医药股份有限公司,"SHANGHAICOMMERCIALREALESTATEDEVELOPMENTINDUSTRYCO.,LTD.",H,351010,上海市浦东新区浦三路1260弄4号
600834,上海申通地铁股份有限公司,"SHANGHAI SHENTONG METRO CO.,LTD.",D05,203050,上海市浦电路489 号（由由燕乔大厦）5 层
600835,上海上菱电器股份有限公司,"SHANGHAI ELECTRIC CO.,LTD.",C76,201060,上海浦东新区北张家浜路128号
600836,上海界龙实业股份有限公司,SHANGHAI JIELONG INDUSTRY CORPORATION LIMITED,C35,151030,上海市浦东新区川周公路7111号
600837,上海市都市农商社股份有限公司,"SAIC MULTIPLE TRADING CO.,LTD.",H01,201070,上海市浦东新区张杨路838号
600838,上海九百股份有限公司,SHANGHAI JOIN BUY CO.LTD,H11,255030,上海市万航渡路50号
600839,四川长虹电器股份有限公司,"SICHUAN CHANG HONG ELECTRIC CO.,LTD.",C55,252010,四川省绵阳市高新区绵兴东路35号
600840,浙江安平创业投资股份有限公司,"ZHEJIANG XINHU VENTURE INVESTMENT CO.,LTD.",H,404030,杭州市体育场路479号7楼
600841,上海柴油机股份有限公司,SHANGHAI DIESEL ENGINE CO. LTD.,C71,201060,上海市浦东大道2748号
600842,上海中西药业股份有限公司,"SHANGHAI ZHONG XI PHARMACEUTICAL CO.,LTD.",C81,352020,上海浦东江心沙路9号
600843,上工股份有限公司,"SGSB Group Co.,Ltd.",C73,201060,上海市浦东新区罗山路1201号
600844,大盈现代农业股份有限公司,HERO (GROUP) CO.LTD,A01,302020,上海浦东新区川北公路807号
600845,上海宝信软件股份有限公司,"SHANGHAI BAOSIGHT SOFTWARE CO., LTD",G87,451030,上海浦东新区张江高科技园区郭守敬路515号
600846,上海同济科技实业股份有限公司,"SHANGHAI TONGJI SCIENCE & TECHNOLOGY INDUSTRIALCO.,LTD",M,201030,上海市浦东新区栖山路33号
600847,重庆万里蓄电池股份有限公司,"CHONGQING WANLI STORAGE BATTERIES CO.,LTD.",C76,201060,重庆市巴南区土桥苦竹坝31号
600848,上海自动化仪表股份有限公司,"SHANGHAI AUTOMATION INSRUMENTATION CO.,LTD.",C78,452030,上海市徐汇区虹漕路41号
600849,上海市医药股份有限公司,"SHANGHAI PHARMACEUTICAL CO.,LTD.",C81,351020,上海市浦东新金桥路1399号
600850,上海华东电脑股份有限公司,"SHANGHAI EAST-CHINA COMPUTER CO.,LTD.",G83,452020,上海市凤阳路310号
600851,上海海欣集团股份有限公司,"SHANGHAI HAIXIN GROUP CO.,LTD.",C14,252030,上海市松江县洞泾镇
600852,中国四川国际合作股份有限公司,"CHINA SICHUAN INTERNATIONAL COOPERATION CO.,LTD.",E01,201030,四川省成都市永兴巷15号
600853,龙建路桥股份有限公司,"Long Jian Road & Bridge Co., Ltd.",E,201030,黑龙江省哈尔滨市南岗区长江路368号
600854,江苏春兰制冷设备股份有限公司,"JIANGSU CHUNLAN REFRIGRATING EQUIPMENT STOCK CO.,LTD.",C76,252010,江苏省泰州市春兰工业园春兰路1号(原经济技术开发区经中路)
600855,北京航天长峰股份有限公司,"BEIJING AEROSPACE CHANGFENG CO.,LTD.",C7,201050,北京市海淀区永定路51号
600856,长春百货大楼集团股份有限公司,"CHANGCHUN DEPARTMENT JITUAN STORE CO.,LTD.",H11,255030,吉林省长春市人民大街1881号
600857,哈工大首创科技股份有限公司,"HIT SHOUCHUANG TECHNOLOGY CO.,LTD.",G87,255030,浙江省宁波和义路45号
600858,银座渤海集团股份有限公司,"YINZUO BOHAI GROUPCO.,LTD.",M,255030,山东济南市泺源大街22号
600859,北京王府井百货(集团)股份有限公司,"BEIJING WANGFUJING DEPARTMENT STORE (GROUP) CO.,LTD",H11,255030,北京市东城区王府井大街255号
600860,北人印刷机械股份有限公司,BEIREN PRINTING MACHINERY HOLDINGS LIMITED,C73,201060,北京市北京经济技术开发区荣昌东街6 号
600861,北京城乡贸易中心股份有限公司,"BEIJING URBAN-RURAL TRADE CENTRE CO.,LTD.",H11,255030,北京市海淀区复兴路甲23号
600862,南通纵横国际股份有限公司,"TONMAC INTERNATIONAL CO., LTD.",C71,201060,江苏省南通市任港路23号
600863,内蒙古蒙电华能热电股份有限公司,INNER MONGOLIA MENGDIAN HUANENG THERMAL POWER CORPORATION LIMITED,D01,551010,内蒙古呼和浩特市锡林南路218号
600864,哈尔滨岁宝热电股份有限公司,HARBIN SHIRBLE ELECTRIC-HEATCO.LTD,D01,551030,黑龙江省哈尔滨市南岗区昆仑商城隆顺街27号
600865,百大集团股份有限公司,"BAIDA GROUP CO.,LTD.",H11,255030,浙江省杭州延安路546号
600866,广东肇庆星湖生物科技股份有限公司,"STAR LAKE BIOSCIENCE CO.,INC ZHAOQING GUANGDONG",C85,302020,广东肇庆市工农北路67号
600867,通化东宝药业股份有限公司,"TONGHUA DONGBAO MEDICINES CO.,LTD.",C81,352020,吉林省通化县东宝新村
600868,广东梅雁企业(集团)股份有限公司,"GUANG DONG MEI YAN ENTERPRISES (GROUP) CO.,LTD.",M,201030,广东省梅州市梅县
600869,青海三普药业股份有限公司,"S&P PHARMACEUTICAL INDUSTRY CO.,LTD",C81,352020,青海省西宁市建国路88号
600870,厦门华侨电子股份有限公司,"XIAMEM OVERSEAS CHINESE ELECTRONICS CO.,LTD.",C55,252010,福建省厦门市湖里大道22号
600871,中国石化仪征化纤股份有限公司,SINOPEC YIZHENG CHEMICAL FIBRE COMPANY LIMITED,C47,151010,江苏省仪征市
600872,中炬高新技术实业（集团）股份有限公司,"JONJEEHI-TECHINDUSTRIALAND COMMERCIALGROUPCO.,LTD",M,253020,广东省中山市中山火炬高技术产业开发区
600873,西藏明珠股份有限公司,"TIBET PEARL STAR CO.,LTD.",K32,201040,西藏自治区拉萨市北京西路224号
600874,天津创业环保股份有限公司,TIANJIN CAPITAL ENVIRONMENTAL PROTECTION COMPANY LIMITED,K01,551040,天津市南开区卫津南路76号
600875,东方电机股份有限公司,"DONGFANG ELECTRICAL MACHINERY CO.,LTD.",C76,201040,四川省德阳市黄河西路188号
