股票代码,公司中文全称,公司英文全称,CSRC行业分类,GICS行业分类,公司注册地
600000,上海浦东发展银行股份有限公司,"SHANGHAI PUDONG DEVELOPMENT BANK CO.,LTD.",I01,401010,中国上海市浦东新区浦东南路500号
600001,邯郸钢铁股份有限公司,"HANDAN IRON & STEEL CO.,LTD.",C65,151040,河北省邯郸市复兴路232号
600002,中国石化齐鲁石油化工股份有限公司,SINOPEC QILU COMPANY LTD.,C41,151010,山东省淄博市高新技术产业开发区
600003,东北高速公路股份有限公司,NORTHEAST EXPRESSWAY COMPANY LTD.,F11,203050,长春市高新技术产业开发区硅谷大街4000号
600004,广州白云国际机场股份有限公司,"Guangzhou Baiyun International Airport Company, Ltd.",F11,203050,广州市机场路282号
600005,武汉钢铁股份有限公司,Wuhan Iron and Steel Company Limited,C65,151040,湖北省武汉市青山区沿港路3号
600006,东风汽车股份有限公司,"DONG FENG AUTOMOBILE CO.,LTD.",C75,251020,湖北省襄樊市高新技术产业开发区春园西路4号
600007,中国国际贸易中心股份有限公司,CHINA WORLD TRADE CENTER COMPANY LTD.,K39,404030,北京市朝阳区建国门外大街一号
600008,北京首创股份有限公司,"BEIJING CAPITALC.,LTD",K01,551040,北京市海淀区双榆树知春路76号翠宫饭店写字楼15层
600009,上海国际机场股份有限公司,"SHANGHAI INTERNATIONAL AIRPORT CO, LTD.",F11,203050,上海市浦东新区启航路900号
600010,内蒙古包钢钢联股份有限公司,"INNER MONGOLIAN BAOTOU STEEL UNION CO.,LTD.",C65,151040,内蒙古自治区包头市昆区河西工业区
600011,华能国际电力股份有限公司,"HUANENG POWER INTERNATIONAL,INC.",D0101,551010,北京市西城区复兴门南大街丙2号（天银大厦C段西区）
600012,安徽皖通高速公路股份有限公司,Anhui Expressway Company Limited,F11,203050,安徽省合肥市长江西路669号
600015,华夏银行股份有限公司,"HUA XIA BANK CO., LTD.",I01,401010,NA
600016,中国民生银行股份有限公司,CHINA  MINSHENG  BANKING  CORPORATION  LIMITED,I01,401010,北京市西城区复兴门内大街2号
600017,日照港股份有限公司,"RIZHAO PORT CO.,LTD",F11,203050,NA
600018,上海港集装箱股份有限公司,"Shanghai Port Container Co., Ltd.",F11,203050,浦东新区港华路1299号
600019,宝山钢铁股份有限公司,"BAOSHAN IRON ＆ STEEL CO.,LTD.",C65,151040,上海市宝山区富锦路果园
600020,河南中原高速公路股份有限公司,HENAN ZHONGYUAN EXPRESSWAY COMPANY LIMITED,F11,203050,河南省郑州市中原路93号
600021,上海电力股份有限公司,"Shanghai Electric Power Co., Ltd",D,551010,中山南路268号36层
600022,济南钢铁股份有限公司,JINAN IRON AND STEEL COMPANY Ltd.,C65,151040,济南市工业北路21号
600026,中海发展股份有限公司,China Shipping Development Company Limited,F07,203030,上海市浦东新区源深路168号
600027,华电国际电力股份有限公司,HUADIAN POWER INTERNATIONAL CORPORATION LIMITED,D01,551010,中国山东省济南市经三路14号
600028,中国石油化工股份有限公司,CHINA PETROLEUM &CHEMICAL CORPORATION,B03,101020,北京朝阳区惠新东街甲6号
600029,中国南方航空股份有限公司,China Southern Airlines Company Limited,F09,203020,中国广东省广州经济技术开发区
600030,中信证券股份有限公司,"CITIC SECURITIES Co.,Ltd.",I2121,402030,深圳市罗湖区湖贝路1030号海龙王大厦
600031,三一重工股份有限公司,"Sany Heavy Industry Co.,Ltd.",C75,201060,湖南省长沙市星沙开发区三一工业城
600033,福建发展高速公路股份有限公司,FUJIAN EXPRESSWAY DEVELOPMENT COMPANY LIMITED.,F03,203050,福州市东水路18号交通综合大楼26层
600035,湖北楚天高速公路股份有限公司,"HUBEI CHUTIAN EXPRESSWAY CO.,LTD.",F11,203050,武汉市汉阳区龙阳大道9 号
600036,招商银行股份有限公司,"China Merchants Bank Co., Limited",I01,401010,深圳市福田区深南大道7088号
600037,北京歌华有限电视网络股份有限公司,"Beijing Gehua CATV Network Co., LTD.",L20,254010,北京市海淀区花园北路35号（东门）
600038,哈飞航空工业股份有限公司,"HAFEI  AVIATION  INDUSTRY  Co.,  Ltd.",C75,201010,黑龙江省哈尔滨市高新技术开发区集中开发区34号楼
600039,四川路桥建设股份有限公司,"SICHUAN ROAD&BRIDGE CO., LTD",E01,201030,成都市高朋大道11号科技工业园F-59号
600048,保利房地产（集团）股份有限公司,"POLY REAL ESTATE GROUP CO.,LTD",J01,404030,NA
600050,中国联合通信股份有限公司,China United Telecommunications Corporation Limited,G8501,501020,北京市东城区建国门内大街18号办三六层
600051,宁波联合集团股份有限公司,"NINGBO UNITED GROUP CO.,LTD.",M,255010,浙江省宁波经济技术开发区东海路1号联合大厦
600052,浙江广厦建筑集团股份有限公司,"Zhejing Guangsha Co.,Ltd.,",J,404030,浙江省东阳市吴宁西路21号
600053,江西纸业股份有限公司,"JIANGXI PAPER INDUSTRY CO.,LTD.",C31,151050,江西省南昌市董家窑112号
600054,黄山旅游发展股份有限公司,"HUANGSHAN TOURISM DEVELOPMENT CO.,LTD.",K34,253010,安徽省黄山市黄山风景区温泉
600055,北京万东医疗装备股份有限公司,"BEIJING WANDONG MEDICAL EQUIPMENT CO,.LTD.",C73,351010,北京市朝阳区酒仙桥路5号
600056,中技贸易股份有限公司,"CNTIC TRADING CO.,LTD.",H21,255010,北京市海淀区西三环北路21 号久凌大厦公寓楼
600057,厦门厦新电子股份有限公司,"Amoi Electronics Co.,Ltd.",C55,452010,福建省厦门市体育路45号
600058,五矿龙腾科技股份有限公司,"MINMETALS DEVELOPMENT CO.,LTD.",H21,201070,北京市海淀区三里河路5号B座
600059,浙江古越龙山绍兴酒股份有限公司,"ZHEJIANG GUYUELONGSHAN SHAOXING WINE CO.,LTD.",C05,302010,浙江省绍兴市北海桥
600060,青岛海信电器股份有限公司,"QINGDAO  HISENSE ELECTRIC CO.,LTD.",C55,252010,青岛经济技术开发区团结路18号
600061,中纺投资发展股份有限公司,"SINOTEX INVESTMENT & DEVELOPMENT CO.,LTD.",C47,252030,上海外高桥保税区日樱南路251 号202 室
600062,北京双鹤药业股份有限公司,"BEIJING DOUBLE-CRANE PHARMACEUTICAL CO.,LTD.",C81,352020,北京市朝阳区望京利泽东二路1 号
600063,安徽皖维高新材料股份有限公司,ANHUI WANWEI UPDATED HIGH-TECH MATERIAL INDUSTRY COMPANY LIMITED,C47,151010,安徽省巢湖市巢维路56号
600064,南京新港高科技股份有限公司,NANJING XINGANG HIGH-TECH COMPANY LIMITED,J01,201050,南京经济技术开发区内
600065,大庆联谊石化股份有限公司,DAQING LIANYI PETRO-CHEMICAL CO.LTD,C41,101020,黑龙江省大庆市大同区林源南街5号
600066,郑州宇通客车股份有限公司,"Zhengzhou Yutong Bus Co.,Ltd.",C75,251020,河南省郑州市管城区宇通路
600067,福州大通机电股份有限公司,"FUZHOU DAYTON M&E CO.,LTD.",C76,201040,福建省福州市开发区快安延伸区创新楼
600068,葛洲坝股份有限公司,"GEZHOUBA CO.,LTD",E01,201030,湖北省武汉市解放大道558号葛洲坝大酒店B座7层
600069,河南银鸽实业投资股份有限公司,"HENAN YINGE INDUSTRIAL INVESTMENT HOLDING CO.,LTD.",C31,151050,河南省漯河市人民东路95号
600070,浙江富润股份有限公司,"ZHEJIANG FURUN CO.,LTD.",C11,252030,浙江省诸暨市安平路42号
600071,凤凰光学股份有限公司,PHENIX OPTICAL COMPANY LIMITED,C78,252020,江西省上饶市光学路1号
600072,江南重工股份有限公司,"JIANGNAN HEAVY INDUSTRY CO., LTD",C73,201060,上海市上川路361号
600073,上海梅林正广和股份有限公司,SHANGHAI MALING AQUARIUS CO.LTD,C03,302020,上海市浦东新区川桥路1501号
600074,南京中达制膜(集团)股份有限公司,"Jiangsu Zhongda New Material Group Co.,Ltd.",C49,151010,南京市汉中路89号金鹰国际商城20层C座
600075,新疆天业股份有限公司,"XINJIANG TIANYE STOCK CO.,LTD.",A01,151010,新疆石河子市经济技术开发区北三东路36号
600076,潍坊北大青鸟华光科技股份有限公司,"WEIFANG BEIDA JADE BIRD HUAGUANG TECHNOLOGY CO.,LTD",G81,452010,山东省潍坊市高新技术产业开发区北宫东街6号
600077,辽宁国能集团(控股)股份有限公司,"LIAONING GUONENG GROUP (HOLDING) CO.,LTD",G81,203040,沈阳市和平区三好街55号信息产业大厦1707号
600078,江苏澄星磷化工股份有限公司,"JIANGSU DINGQIU INDUSTRY CO.,LTD",C43,151010,江苏省江阴市花山路208号
600079,武汉人福高科技产业股份有限公司,WUHAN HUMANWELL HI-TECH INDUSTRY COMPANY LIMITED,M,352020,武汉市洪山区关山街鲁磨路369号
600080,金花企业(集团)股份有限公司,GINWA ENTERPRISE GROUP INC,C81,352020,陕西省西安市高新技术开发区高新3路
600081,东风电子科技股份有限公司公司,DONGFENG ELECTRONICS TECHNOLOGY CO.，LTD.,C75,251010,上海市浦东新区新金桥路828号
600082,天津海泰科技发展股份有限公司,"TianJin Hi-Tech Development Co.,Ltd.",J,452030,天津新技术产业园区华苑产业区
600083,成都福地科技股份有限公司,"CHENGDU BOOK DIGITAL CO,.LTD",C5,452030,成都市玉双路7号
600084,新天国际经贸股份有限公司,"Suntime International Economic-Trading Co.,ltd",H21,302010,新疆维吾尔自治区乌鲁木齐市红山路40号
600085,北京同仁堂股份有限公司,"BEIJING TONGRENTANG CO.,LTD.",C81,352020,北京市北京经济技术开发区西环南路8号
600086,湖北多佳股份有限公司,HUBEI DUOJIA COMPANY LIMITED,C13,252030,湖北省鄂州市武昌大道298号
600087,南京水运实业股份有限公司,"NANJING WATER TRANSPORT INDUSTRY CO.,LTD.",F07,203030,江苏省南京市经济技术开发区
600088,中视传媒股份有限公司,"China Television Media,Ltd.",L10,254010,江苏省无锡市漆塘1号
600089,新疆特变电工股份有限公司,"TBEA CO.,LTD.",C76,201040,新疆昌吉市延安南路52号
600090,新疆啤酒花股份有限公司,"XIN JIANG HOPS CO.,LTD.",C01,302010,新疆乌鲁木齐市解放北路17号酒花大厦
600091,包头明天科技股份有限公司,"BAOTOU TOMORROW TECHNOLOGY CO.,LTD",C43,151010,NA
600092,陕西精密合金股份有限公司,"SHANXI PRECISION ALLOY CO.,LTD.",C67,151040,陕西省西安市高新技术开发区高新一路19号
600093,四川禾嘉股份有限公司,SICHUAN HEJIA CO.LTD,A01,201050,四川省成都市高新技术产业开发区九兴大道3号
600094,上海华源股份有限公司,"SHANGHAI WORLDBEST CO.,LTD.",C47,151010,上海市浦东陆家嘴路66号招商局大厦31楼
600095,哈尔滨高科技(集团)股份有限公司,HARBIN HIGH-TECH (GROUP)COMPANY LIMITED,C01,302020,哈尔滨高新技术产业开发区迎宾路集中区天平路2号
