股票代码,年度,年度股东大会会议的出席率,临时股东大会会议(一)的参会股东人数,临时股东大会会议(一)的出席率,临时股东大会会议(二)的参会股东人数,临时股东大会会议(二)的出席率,年度内董事会的会议次数,年度内以通讯方式召开的董事会会议次数,年度内监事会的会议次数,年度内股东大会的会议总次数
600644,1998,52,0,0,0,0,5,1,2,1
600645,1998,56,12,58,0,0,9,0,2,2
600646,1998,72,0,0,0,0,10,5,2,1
600647,1998,58,0,0,0,0,8,0,2,1
600648,1998,68,326,69,0,0,4,0,4,2
600649,1998,57,187,61,0,0,5,1,3,2
600650,1998,55,31,52,0,0,6,1,0,2
600651,1998,22,9,21,0,0,3,0,1,2
600652,1998,16,237,37,0,0,7,0,3,2
600653,1998,17,57,16,708,32,11,4,4,3
600654,1998,26,37,26,0,0,2,0,2,2
600655,1998,47,367,64,0,0,5,0,3,2
600656,1998,46,50,47,0,0,5,0,2,2
600657,1998,45,0,0,0,0,4,0,2,1
600658,1998,43,14,43,0,0,4,0,2,2
600659,1998,68,36,72,0,0,4,0,3,2
600660,1998,68,0,0,0,0,2,0,-95,1
600661,1998,69,0,0,0,0,5,0,2,1
600662,1998,51,0,0,0,0,6,0,1,1
600663,1998,68,0,0,0,0,4,0,2,1
600664,1998,46,48,68,44,46,3,0,2,3
600665,1998,71,0,0,0,0,2,0,2,1
600666,1998,56,57,57,0,0,5,0,6,2
600667,1998,44,0,0,0,0,6,0,2,1
600668,1998,49,0,0,0,0,3,0,3,1
600669,1998,37,38,36,0,0,6,0,4,2
600670,1998,30,159,30,-95,30,8,0,2,3
600671,1998,37,0,0,0,0,4,0,5,1
600672,1998,42,4,42,0,0,11,0,2,2
600673,1998,47,0,0,0,0,7,0,1,1
600674,1998,63,125,61,0,0,7,0,3,2
600675,1998,53,0,0,0,0,6,0,3,1
600676,1998,80,-95,80,0,0,2,0,2,2
600677,1998,47,0,0,0,0,2,0,2,1
600678,1998,63,0,0,0,0,4,0,2,1
600679,1998,65,0,0,0,0,3,0,3,1
600680,1998,46,7,42,0,0,4,0,1,2
600681,1998,38,52,40,0,0,5,0,3,2
600682,1998,55,0,0,0,0,3,0,0,1
600683,1998,42,0,0,0,0,2,0,2,1
600684,1998,51,0,0,0,0,3,0,3,1
600685,1998,71,0,0,0,0,5,0,3,1
600686,1998,59,0,0,0,0,2,0,1,1
600687,1998,48,0,0,0,0,5,0,2,1
600688,1998,72,0,0,0,0,4,0,2,1
600689,1998,59,0,0,0,0,9,0,4,1
600690,1998,58,0,0,0,0,3,0,2,1
600691,1998,51,66,55,0,0,6,0,3,2
600692,1998,55,0,0,0,0,5,0,2,1
600693,1998,58,0,0,0,0,3,0,4,1
600694,1998,51,0,0,0,0,4,0,1,1
600695,1998,85,14,85,0,0,6,0,2,2
600696,1998,66,0,0,0,0,2,0,2,1
600697,1998,52,0,0,0,0,4,0,1,1
600698,1998,49,0,0,0,0,3,0,2,1
600699,1998,45,8,42,0,0,7,0,7,2
600700,1998,65,12,32,93,63,10,0,2,3
600701,1998,51,18,51,0,0,2,0,2,2
600702,1998,66,0,0,0,0,3,0,1,1
600703,1998,69,78,46,0,0,4,0,3,2
600704,1998,72,0,0,0,0,4,0,2,1
600705,1998,44,0,0,0,0,5,0,2,1
600706,1998,61,0,0,0,0,3,0,2,1
600707,1998,54,0,0,0,0,3,0,3,1
600708,1998,55,42,55,0,0,5,0,2,2
600710,1998,55,0,0,0,0,4,0,1,1
600711,1998,72,8,72,4,72,6,0,2,3
600712,1998,45,54,46,0,0,2,0,2,2
600713,1998,66,0,0,0,0,3,0,3,1
600714,1998,51,0,0,0,0,2,0,1,1
600715,1998,63,0,0,0,0,3,0,2,1
600716,1998,75,12,75,0,0,3,0,2,2
600717,1998,70,44,69,63,70,7,0,4,4
600718,1998,59,0,0,0,0,2,0,2,1
600719,1998,67,172,67,0,0,3,0,2,2
600720,1998,56,0,0,0,0,4,0,2,1
600721,1998,47,0,0,0,0,2,0,1,1
600722,1998,75,15,75,25,3,4,0,2,3
600723,1998,63,0,0,0,0,5,0,2,1
600724,1998,82,226,80,0,0,3,0,2,2
600725,1998,66,0,0,0,0,3,0,2,1
600726,1998,50,0,0,0,0,2,0,2,1
600727,1998,71,0,0,0,0,3,0,2,1
600728,1998,66,0,0,0,0,4,0,2,1
600729,1998,63,0,0,0,0,6,3,3,1
600730,1998,63,0,0,0,0,2,0,2,1
600731,1998,72,0,0,0,0,5,0,2,1
600732,1998,67,0,0,0,0,3,0,3,1
600733,1998,59,49,60,72,76,5,0,3,3
600734,1998,70,12,68,0,0,6,1,5,2
600735,1998,52,0,0,0,0,2,0,1,1
600736,1998,76,8,73,29,73,5,0,1,3
600737,1998,56,0,0,0,0,4,0,1,1
600738,1998,45,46,44,0,0,2,0,0,2
600739,1998,68,0,0,0,0,4,0,3,1
600740,1998,68,135,68,74,64,4,0,2,3
600741,1998,53,626,53,0,0,3,0,1,2
600742,1998,54,19,51,0,0,2,0,2,2
600743,1998,74,13,73,36,74,4,0,2,3
600744,1998,64,24,66,0,0,3,0,1,2
600745,1998,67,12,54,0,0,5,2,3,2
600746,1998,73,22,72,0,0,4,0,1,2
600747,1998,67,0,0,0,0,3,0,3,1
600748,1998,75,26,75,0,0,5,0,3,2
600749,1998,70,0,0,0,0,2,1,1,1
600750,1998,62,95,62,0,0,5,0,3,2
600751,1998,54,0,0,0,0,4,0,2,1
600752,1998,63,32,61,0,0,7,0,2,2
600753,1998,75,138,76,0,0,4,0,3,2
600754,1998,64,0,0,0,0,4,0,3,1
600755,1998,38,0,0,0,0,5,0,3,1
600756,1998,57,38,53,36,53,5,0,3,3
600757,1998,75,128,73,10,75,3,0,2,3
600758,1998,60,0,0,0,0,3,0,3,1
600759,1998,65,14,62,0,0,4,0,1,2
600760,1998,62,0,0,0,0,4,0,1,1
600761,1998,66,0,0,0,0,3,0,2,1
600763,1998,70,0,0,0,0,3,0,1,1
600764,1998,69,115,67,0,0,3,0,3,2
600765,1998,71,0,0,0,0,3,0,2,1
600766,1998,71,33,65,23,69,5,0,5,3
600767,1998,75,12,73,7,75,4,1,2,4
600768,1998,76,0,0,0,0,3,0,2,1
600769,1998,74,0,0,0,0,2,0,2,1
600770,1998,60,0,0,0,0,4,0,3,1
600771,1998,74,0,0,0,0,2,0,1,1
600772,1998,61,17,56,17,62,2,0,2,3
600773,1998,64,32,64,0,0,5,0,2,2
600774,1998,80,0,0,0,0,2,0,1,1
600777,1998,74,0,0,0,0,3,0,3,1
600778,1998,49,27,51,0,0,6,0,2,2
600779,1998,65,36,62,0,0,5,0,2,2
600780,1998,58,12,58,0,0,4,1,2,2
600781,1998,72,21,66,0,0,2,0,2,2
600782,1998,75,0,0,0,0,3,0,2,1
600783,1998,69,18,65,12,67,5,0,4,3
600784,1998,67,62,44,8,24,4,1,1,3
600785,1998,50,0,0,0,0,3,0,2,1
600786,1998,74,0,0,0,0,3,0,2,1
600787,1998,68,9,63,8,63,5,0,0,3
600788,1998,72,0,0,0,0,3,0,2,1
600789,1998,62,0,0,0,0,3,0,3,1
600790,1998,41,50,41,31,40,3,0,1,4
600791,1998,67,0,0,0,0,2,0,2,1
600792,1998,71,0,0,0,0,6,0,2,1
600793,1998,69,0,0,0,0,5,0,3,1
600794,1998,69,44,69,19,69,5,0,3,3
600795,1998,75,16,75,0,0,3,0,1,2
600796,1998,74,29,72,26,72,5,0,2,3
600797,1998,57,27,56,47,44,5,0,1,3
600798,1998,75,42,75,0,0,5,0,5,2
600799,1998,54.34,-95,54,5,0.084,4,0,2,3
600800,1998,53,0,0,0,0,2,0,3,1
600801,1998,47,0,0,0,0,3,0,2,1
600802,1998,59,49,59,0,0,4,0,5,2
600803,1998,51,9,51,0,0,7,0,3,2
600804,1998,38,0,0,0,0,3,0,2,1
600805,1998,54,0,0,0,0,3,0,1,1
600806,1998,74,0,0,0,0,4,0,2,1
600807,1998,50,0,0,0,0,4,0,1,1
600808,1998,86,0,0,0,0,8,0,4,1
600809,1998,79,0,0,0,0,1,0,1,1
600810,1998,77,0,0,0,0,5,0,3,1
600811,1998,36,19,36,0,0,4,0,4,2
600812,1998,64,90,64,0,0,5,0,3,2
600813,1998,64,90,64,0,0,5,0,3,2
600814,1998,37,41,40,0,0,7,0,1,2
600815,1998,73,0,0,0,0,3,0,1,1
600816,1998,43,76,44,0,0,3,1,2,2
600817,1998,67,0,0,0,0,6,2,2,1
600818,1998,67,19,67,91,67,3,0,0,3
600819,1998,76,0,0,0,0,5,0,3,1
600820,1998,60,34,57,171,58,5,1,2,3
600821,1998,24,0,0,0,0,2,0,2,1
600822,1998,68,0,0,0,0,5,0,2,1
600823,1998,65,0,0,0,0,4,0,3,1
600824,1998,60,0,0,0,0,6,0,2,1
600825,1998,71,0,0,0,0,7,0,3,1
600826,1998,67,17,66,0,0,3,0,2,2
600827,1998,49,122,51,0,0,3,0,6,2
600828,1998,75,0,0,0,0,3,0,2,1
600829,1998,75,0,0,0,0,4,0,2,1
600830,1998,48,51,48,0,0,3,0,2,2
600831,1998,54,0,0,0,0,8,0,4,1
600832,1998,80,110,77,0,0,5,1,6,2
600834,1998,77,0,0,0,0,2,0,2,1
600835,1998,69,88,67,0,0,3,0,0,2
600836,1998,58,0,0,0,0,3,0,1,1
600838,1998,59,0,0,0,0,5,0,2,1
600839,1998,59,0,0,0,0,5,0,2,1
600840,1998,49,24,44,41,67,5,1,2,4
600841,1998,59,0,0,0,0,4,0,5,1
600842,1998,52,136,64,0,0,2,0,2,2
600843,1998,63,0,0,0,0,3,0,3,1
600844,1998,67,29,59,0,0,4,1,0,2
600845,1998,66,0,0,0,0,4,0,3,1
600846,1998,55,0,0,0,0,2,0,1,1
600847,1998,55,36,55,0,0,3,0,1,2
600848,1998,67,0,0,0,0,3,0,3,1
600849,1998,65,0,0,0,0,2,0,2,1
600850,1998,63,0,0,0,0,4,0,2,1
600851,1998,60,0,0,0,0,5,0,1,1
600852,1998,66,12,66,0,0,6,0,6,2
600853,1998,67,23,69,0,0,7,0,1,2
600854,1998,75,11,75,0,0,4,0,2,2
600855,1998,63,0,0,0,0,4,0,2,1
600856,1998,51,0,0,0,0,2,0,1,1
600857,1998,57,0,0,0,0,2,0,1,1
600858,1998,58,0,0,0,0,5,0,2,1
600859,1998,50,0,0,0,0,4,0,2,1
600860,1998,63,0,0,0,0,11,0,2,1
600861,1998,63,124,63,0,0,4,0,2,2
600862,1998,64,12,65,12,65,6,0,3,3
600863,1998,85,12,85,0,0,5,0,1,2
600864,1998,71,11,71,0,0,5,0,2,2
600865,1998,48,0,0,0,0,4,0,4,1
600866,1998,48,0,0,0,0,3,0,4,1
600867,1998,52,0,0,0,0,2,0,2,1
600868,1998,35,0,0,0,0,6,0,2,1
600869,1998,70,0,0,0,0,3,0,3,1
600870,1998,70,16,70,0,0,5,0,2,2
600871,1998,92,-95,94,0,0,7,0,2,2
600872,1998,46,0,0,0,0,2,0,1,1
600873,1998,52,12,52,0,0,3,1,3,2
600875,1998,55,0,0,0,0,4,0,4,1
600876,1998,91,0,0,0,0,6,0,1,1
600877,1998,75,25,75,0,0,5,0,3,2
600878,1998,51,9,49,0,0,4,0,2,2
600879,1998,51,46,51,25,52,5,0,4,3
600880,1998,61,15,58,0,0,4,1,4,2
600881,1998,52,0,0,0,0,5,0,3,1
600882,1998,56,36,52,46,51,5,0,1,3
600883,1998,69,0,0,0,0,6,0,2,1
600884,1998,58,38,54,0,0,5,0,2,2
600885,1998,51,20,49,0,0,4,0,2,2
600886,1998,63,0,0,0,0,4,0,2,1
600887,1998,75,0,0,0,0,5,0,1,1
600888,1998,70,0,0,0,0,5,0,2,1
600889,1998,63,0,0,0,0,2,0,3,1
600890,1998,57,92,62,0,0,3,0,3,2
600891,1998,62,0,0,0,0,3,0,2,1
600892,1998,64,0,0,0,0,5,0,1,1
600893,1998,52,91,45,0,0,3,0,0,2
600894,1998,80,0,0,0,0,3,0,3,1
600895,1998,76,0,0,0,0,2,0,1,1
600896,1998,64,25,64,0,0,1,0,1,2
600897,1998,75,0,0,0,0,4,0,3,1
600898,1998,24,0,0,0,0,3,0,4,1
600899,1998,69,0,0,0,0,4,0,1,1
1,1999,30.24,51,30,138,29.84,12,0,2,3
2,1999,35,67,36,0,0,10,3,3,2
3,1999,17.6,0,0,0,0,4,0,2,1
4,1999,50.34,0,0,0,0,3,0,6,1
5,1999,52,0,0,0,0,3,0,3,1
6,1999,38,0,0,0,0,2,0,2,1
7,1999,45,8,44,0,0,5,0,4,2
8,1999,49,3,37,0,0,7,0,3,2
9,1999,24,0,0,0,0,3,0,3,1
10,1999,57.59,2,55,2,36.32,4,1,2,3
11,1999,71,0,0,0,0,4,0,3,1
12,1999,55,0,0,0,0,3,0,3,1
13,1999,71,0,0,0,0,4,0,2,1
14,1999,50,5,50,0,0,4,0,1,2
15,1999,47,0,0,0,0,4,0,2,1
16,1999,62,41,63,0,0,4,0,2,2
17,1999,23.33,10,43,10,43.04,9,0,1,3
18,1999,72,0,0,0,0,3,0,2,1
19,1999,66,7,67,0,0,12,0,2,2
20,1999,66,0,0,0,0,2,0,2,1
21,1999,74,0,0,0,0,2,0,1,1
22,1999,62,0,0,0,0,2,0,1,1
23,1999,67,0,0,0,0,4,0,4,1
24,1999,60.6,14,53,16,60.64,7,0,4,4
25,1999,72,0,0,0,0,4,0,3,1
26,1999,54,0,0,0,0,2,0,2,1
27,1999,63,0,0,0,0,3,0,3,1
28,1999,62,0,0,0,0,6,5,0,1
29,1999,74,0,0,0,0,7,0,5,1
30,1999,71,5,73,0,0,5,0,4,2
31,1999,66,0,0,0,0,4,0,4,1
32,1999,72,0,0,0,0,4,0,1,1
33,1999,80,5,80,0,0,3,0,1,2
34,1999,73,-95,-95,7,75,8,1,4,4
35,1999,66,7,61,0,0,3,0,1,2
36,1999,51,0,0,0,0,4,0,1,1
37,1999,70,0,0,0,0,5,0,6,1
38,1999,79,3,65,0,0,5,0,2,2
39,1999,56,0,0,0,0,6,0,1,1
40,1999,20,27,37,0,0,8,0,3,2
42,1999,71,0,0,0,0,3,0,2,1
43,1999,73,0,0,0,0,3,0,2,1
45,1999,66,0,0,0,0,5,0,2,1
46,1999,54,0,0,0,0,3,0,3,1
47,1999,73,4,73,3,73,7,0,3,3
48,1999,71,66,80,0,0,13,0,4,2
49,1999,69,25,70,0,0,6,0,2,2
50,1999,83,0,0,0,0,2,0,2,1
55,1999,51,0,0,0,0,5,0,2,1
56,1999,62,12,58,0,0,4,0,3,2
58,1999,63,41,73,0,0,4,0,3,2
59,1999,75,10,75,0,0,3,0,1,2
60,1999,64,58,60,23,56,4,0,2,3
61,1999,54,53,57,0,0,2,0,2,2
62,1999,53,0,0,0,0,5,0,2,1
63,1999,78,0,0,0,0,3,0,2,1
65,1999,76,9,75,0,0,4,0,3,2
66,1999,65,18,64,0,0,6,0,3,2
68,1999,71,0,0,0,0,4,0,2,1
69,1999,74,12,74,0,0,3,0,1,2
78,1999,74,9,74,10,73,6,0,1,3
88,1999,79,0,0,0,0,6,0,2,1
89,1999,67,11,67,10,67,10,0,3,3
90,1999,87,42,85,89,86,3,0,2,3
400,1999,59,0,0,0,0,8,0,2,1
401,1999,74,0,0,0,0,6,0,2,1
402,1999,62,11,62,0,0,9,0,5,2
403,1999,50,36,50,0,0,5,0,4,2
404,1999,69,19,69,0,0,7,0,3,2
405,1999,49,11,49,0,0,4,0,4,2
406,1999,27,28,28,36,27,4,0,2,3
407,1999,58,25,51,0,0,4,0,4,2
408,1999,70,6,69,4,70,8,0,3,3
409,1999,39,13,38,0,0,4,0,1,2
410,1999,71,0,0,0,0,2,0,2,1
411,1999,70,5,48,0,0,6,0,3,2
412,1999,63,8,62,0,0,12,2,2,2
413,1999,61,30,65,0,0,3,0,2,2
415,1999,63,10,59,9,60,10,3,4,4
416,1999,38,0,0,0,0,8,0,4,1
417,1999,65,0,0,0,0,3,0,2,1
418,1999,51,23,52,0,0,2,0,2,2
419,1999,69,3,61,0,0,3,0,2,2
420,1999,54,0,0,0,0,3,0,2,1
421,1999,62,0,0,0,0,5,0,3,1
422,1999,51,12,44,0,0,3,0,1,2
423,1999,66,101,47,0,0,4,0,4,2
425,1999,63,0,0,0,0,4,0,2,1
426,1999,77,13,72,0,0,4,0,1,2
428,1999,75,0,0,0,0,4,0,2,1
429,1999,62,19,62,13,62,7,0,3,3
430,1999,52,17,55,0,0,3,0,1,2
498,1999,55,0,0,0,0,2,0,2,1
501,1999,42,0,0,0,0,4,0,2,1
502,1999,56,8,54,7,57,4,0,2,3
503,1999,61,9,56,9,59,5,3,1,3
504,1999,65,5,59,-95,-95,4,1,4,3
505,1999,58,24,54,0,0,6,2,3,2
506,1999,41,9,41,13,41,4,0,3,4
507,1999,42,20,50,0,0,3,0,3,2
509,1999,43,4,31,4,30,4,0,3,3
510,1999,28,17,32,13,32,7,0,3,3
511,1999,45,0,0,0,0,5,0,3,1
513,1999,32,0,0,0,0,2,0,1,1
514,1999,62,9,61,0,0,9,0,5,2
515,1999,58,0,0,0,0,5,0,2,1
516,1999,58,0,0,0,0,3,0,2,1
517,1999,66,20,66,0,0,6,1,3,2
518,1999,28,0,0,0,0,3,0,3,1
519,1999,51,10,51,6,51,8,0,5,3
520,1999,44,0,0,0,0,3,0,1,1
521,1999,36,25,37,0,0,5,0,2,2
522,1999,60,0,0,0,0,6,0,2,1
523,1999,59,24,59,0,0,8,0,4,2
524,1999,63,0,0,0,0,5,0,2,1
525,1999,50,18,50,13,50,8,0,1,3
526,1999,38,6,52,-95,50,11,0,4,4
527,1999,45,0,0,0,0,5,0,1,1
528,1999,63,6,63,0,0,12,0,2,2
529,1999,56,0,0,0,0,6,0,3,1
530,1999,53,0,0,0,0,3,1,2,1
531,1999,60,0,0,0,0,4,0,2,1
532,1999,54,0,0,0,0,4,0,2,1
533,1999,64,0,0,0,0,3,0,3,1
534,1999,58,38,58,0,0,6,0,4,2
535,1999,46,24,45,0,0,4,1,2,2
536,1999,46,0,0,0,0,6,0,4,1
537,1999,54,31,54,16,56,6,0,4,3
538,1999,67,26,68,23,65,10,0,5,4
539,1999,61,0,0,0,0,3,0,1,1
540,1999,65,17,64,0,0,6,0,4,2
541,1999,36,0,0,0,0,6,0,3,1
542,1999,56,0,0,0,0,5,0,3,1
543,1999,77,0,0,0,0,3,0,2,1
544,1999,60,0,0,0,0,9,0,4,1
545,1999,50,17,49,8,48,4,0,4,3
546,1999,47,23,41,0,0,6,0,2,2
547,1999,54,58,41,0,0,7,0,2,2
548,1999,55,-95,46,0,0,10,0,2,2
549,1999,56,11,42,11,42,9,0,4,3
550,1999,74,0,0,0,0,3,0,2,1
551,1999,54,6,54,7,54,5,0,3,3
552,1999,61,17,61,0,0,6,0,3,2
553,1999,33,85,34,0,0,2,0,2,2
554,1999,39,19,39,0,0,4,0,6,2
555,1999,53,10,65,0,0,3,1,2,2
556,1999,40,32,40,21,39,17,3,3,3
557,1999,50,15,50,0,0,4,0,2,2
558,1999,38,0,0,0,0,4,0,2,1
559,1999,71,0,0,0,0,3,0,1,1
560,1999,53,0,0,0,0,3,0,3,1
561,1999,37,23,35,0,0,7,0,2,2
562,1999,63,10,64,0,0,3,1,1,2
563,1999,54,0,0,0,0,3,0,2,1
564,1999,33,0,0,0,0,3,0,2,1
565,1999,54,0,0,0,0,5,0,3,1
566,1999,58,18,57,0,0,5,0,3,2
567,1999,59,6,49,0,0,4,1,5,2
568,1999,75,35,75,0,0,7,0,2,2
569,1999,66,5,70,0,0,5,0,5,2
570,1999,53,48,53,10,53,6,0,0,3
571,1999,59,5,59,0,0,5,0,2,2
572,1999,55,0,0,0,0,4,0,2,1
573,1999,41,0,0,0,0,5,0,2,1
576,1999,52,0,0,0,0,4,0,3,1
578,1999,62,0,0,0,0,2,0,1,1
581,1999,47,39,46,0,0,4,1,1,2
582,1999,70,0,0,0,0,5,0,2,1
583,1999,56,8,52,7,52,5,0,2,3
584,1999,48,55,58,0,0,6,0,3,2
585,1999,52,0,0,0,0,5,0,0,1
586,1999,54,14,57,0,0,4,0,2,2
587,1999,55,0,0,0,0,3,0,1,1
588,1999,53,0,0,0,0,6,0,3,1
589,1999,62,0,0,0,0,3,0,2,1
590,1999,59,0,0,0,0,4,0,2,1
591,1999,70,17,69,0,0,5,0,2,2
592,1999,45,0,0,0,0,5,0,3,1
593,1999,70,45,66,26,60,7,0,4,3
594,1999,65,20,65,12,65,4,0,2,4
595,1999,62,0,0,0,0,5,0,3,1
596,1999,67,0,0,0,0,4,0,2,1
597,1999,60,0,0,0,0,2,0,2,1
598,1999,57,0,0,0,0,4,0,3,1
599,1999,62,17,62,20,62,6,0,4,3
600,1999,41,25,61,16,59,6,0,2,3
601,1999,63,0,0,0,0,10,0,6,1
602,1999,58,0,0,0,0,6,1,2,1
603,1999,75,10,71,8,71,4,0,2,4
605,1999,75,3,73,2,73,6,0,3,3
606,1999,63,0,0,0,0,3,0,2,1
607,1999,47,31,47,27,47,11,0,2,3
608,1999,56,4,40,0,0,11,0,2,2
609,1999,62,0,0,0,0,3,0,2,1
610,1999,67,17,67,0,0,4,0,4,2
611,1999,68,0,0,0,0,3,0,3,1
612,1999,61,0,0,0,0,4,0,2,1
613,1999,39,55,51,0,0,6,0,3,2
615,1999,69,44,16,0,0,5,0,3,2
616,1999,60,17,60,0,0,6,0,4,2
617,1999,69,-95,-95,0,0,8,0,4,2
618,1999,95,-95,72,-95,72,6,0,1,4
619,1999,66,1,66,0,0,3,0,2,2
620,1999,52,10,52,23,52,6,0,2,3
621,1999,55,7,46,4,45,5,0,4,4
622,1999,58,9,58,12,50,7,1,3,3
623,1999,55,17,57,0,0,4,0,2,2
625,1999,72,0,0,0,0,2,0,1,1
626,1999,72,3,53,0,0,13,0,2,2
627,1999,74,17,74,18,74,4,0,1,3
628,1999,25,24,20,0,0,8,0,3,2
629,1999,71,0,0,0,0,6,0,2,1
630,1999,72,34,72,0,0,3,0,2,2
631,1999,57,21,57,0,0,3,0,2,2
632,1999,74,20,69,0,0,6,0,1,2
633,1999,71,-95,71,9,71,6,0,1,3
635,1999,60,8,56,0,0,4,0,1,2
636,1999,73,15,79,11,75,3,0,1,3
637,1999,64,50,62,0,0,5,0,3,2
638,1999,44,0,0,0,0,4,0,1,1
639,1999,57,26,67,0,0,9,0,4,2
650,1999,73,39,73,0,0,3,0,2,2
651,1999,66,12,66,0,0,5,0,2,2
652,1999,32,0,0,0,0,7,0,3,1
653,1999,44,109,52,0,0,2,0,1,2
655,1999,68,19,68,18,68,5,0,5,3
656,1999,64,12,64,0,0,2,0,1,2
657,1999,51,0,0,0,0,4,0,1,1
658,1999,39,0,0,0,0,6,0,3,1
659,1999,64,0,0,0,0,3,0,2,1
660,1999,70,13,69,0,0,6,1,3,2
661,1999,60,0,0,0,0,3,0,1,1
662,1999,58,14,59,19,39,8,0,2,3
663,1999,66,0,0,0,0,7,0,2,1
665,1999,69,0,0,0,0,4,0,2,1
667,1999,74,15,74,0,0,5,0,6,2
668,1999,70,31,71,23,69,4,0,5,3
669,1999,63,17,61,0,0,5,0,3,2
670,1999,53,0,0,0,0,2,0,2,1
671,1999,66,9,66,0,0,5,0,3,2
672,1999,55,19,58,6,61,6,1,2,3
673,1999,71,15,71,0,0,4,0,3,2
675,1999,71,14,71,0,0,3,0,2,2
676,1999,70,0,0,0,0,6,0,2,1
677,1999,70,4,70,0,0,5,0,2,2
678,1999,63,0,0,0,0,4,0,3,1
679,1999,55,0,0,0,0,4,0,4,1
680,1999,38,57,36,0,0,5,0,3,2
681,1999,74,17,78,12,1,8,1,3,3
682,1999,41,166,39,0,0,4,0,2,2
683,1999,64,0,0,0,0,4,0,1,1
685,1999,55,0,0,0,0,4,0,3,1
686,1999,64,7,65,11,63,6,0,5,3
687,1999,75,0,0,0,0,5,0,4,1
688,1999,51,29,50,0,0,6,0,2,2
689,1999,56,0,0,0,0,2,0,1,1
690,1999,76,0,0,0,0,3,0,3,1
691,1999,48,16,50,12,49,8,0,2,5
692,1999,64,0,0,0,0,3,0,2,1
693,1999,61,-95,50,0,0,8,0,3,2
695,1999,62,0,0,0,0,7,0,3,1
697,1999,68,0,0,0,0,4,0,1,1
698,1999,59,37,57,0,0,3,0,3,2
699,1999,58,75,59,0,0,4,0,3,2
700,1999,74,0,0,0,0,6,0,2,1
701,1999,43,0,0,0,0,8,0,7,1
702,1999,62,10,62,10,62,7,0,2,3
703,1999,48,18,52,0,0,3,0,1,2
705,1999,44,0,0,0,0,5,0,3,1
707,1999,50,0,0,0,0,3,0,1,1
708,1999,71,0,0,0,0,5,0,2,1
709,1999,82,0,0,0,0,6,0,4,1
710,1999,71,12,71,0,0,8,0,3,2
711,1999,57,11,52,0,0,4,0,1,2
712,1999,75,0,0,0,0,8,0,3,1
713,1999,59,18,53,0,0,7,0,2,2
715,1999,75,0,0,0,0,1,0,1,1
716,1999,47,0,0,0,0,5,0,3,1
717,1999,75,0,0,0,0,3,0,2,1
718,1999,56,67,56,45,56,6,0,1,3
719,1999,68,29,68,0,0,4,0,2,2
720,1999,55,76,56,0,0,6,0,3,2
721,1999,64,0,0,0,0,6,0,4,1
722,1999,43,0,0,0,0,3,0,3,1
723,1999,52,21,52,0,0,4,0,2,2
727,1999,58,0,0,0,0,6,0,2,1
728,1999,70,0,0,0,0,4,0,3,1
729,1999,74,0,0,0,0,4,0,2,1
730,1999,70,35,66,10,66,9,0,5,4
731,1999,55,30,55,23,55,6,0,3,3
732,1999,46,13,46,0,0,7,0,4,2
733,1999,58,0,0,0,0,4,2,1,1
735,1999,49,0,0,0,0,4,0,1,1
736,1999,54,16,44,0,0,6,0,4,2
737,1999,59,40,60,0,0,4,0,2,2
738,1999,70,7,70,0,0,3,0,1,2
739,1999,53,0,0,0,0,4,0,3,1
748,1999,64,28,64,20,64,5,0,1,4
750,1999,44,26,43,0,0,3,0,2,2
751,1999,64,155,64,0,0,3,0,2,2
752,1999,61,16,61,0,0,6,2,1,2
753,1999,65,-95,57,5,57,9,0,3,4
755,1999,67,19,67,0,0,10,0,2,2
756,1999,56,2,83,0,0,5,0,3,2
757,1999,65,57,64,20,65,5,0,2,3
758,1999,63,7,57,0,0,11,0,3,2
759,1999,35,16,36,0,0,5,0,2,2
760,1999,63,15,66,21,56,4,0,4,3
761,1999,55,0,0,0,0,2,0,2,1
762,1999,65,21,65,0,0,3,0,2,2
763,1999,83,13,81,0,0,6,0,2,2
765,1999,62,0,0,0,0,5,0,2,1
766,1999,51,1126,52,0,0,6,0,5,2
767,1999,72,22,75,0,0,6,0,1,2
768,1999,65,33,74,0,0,8,0,4,2
769,1999,57,10,56,7,56,3,0,1,3
776,1999,50,29,55,42,54,4,0,1,3
777,1999,60,0,0,0,0,2,0,2,1
778,1999,71,0,0,0,0,3,0,6,1
779,1999,50,16,51,0,0,6,0,2,2
780,1999,71,59,76,0,0,5,0,2,2
782,1999,33,0,0,0,0,4,0,1,1
783,1999,83,18,83,18,83,7,0,3,3
785,1999,69,0,0,0,0,2,0,1,1
786,1999,66,0,0,0,0,2,0,1,1
787,1999,48,14,36,0,0,7,0,2,2
788,1999,57,0,0,0,0,4,0,3,1
789,1999,72,16,72,0,0,3,0,2,2
790,1999,74,5,74,5,74,6,1,3,3
791,1999,58,0,0,0,0,22,0,3,1
792,1999,75,0,0,0,0,3,0,2,1
793,1999,47,11,48,0,0,3,0,3,2
795,1999,65,13,65,0,0,7,0,4,2
796,1999,43,110,55,117,41,5,0,3,3
797,1999,72,10,72,15,73,8,0,1,4
798,1999,76,0,0,0,0,5,0,1,1
799,1999,70,0,0,0,0,4,0,3,1
800,1999,66,0,0,0,0,2,0,2,1
801,1999,71,13,68,6,70,9,0,2,5
802,1999,71,10,66,0,0,10,5,4,2
