股票代码,年度,年度股东大会会议的出席率,临时股东大会会议(一)的参会股东人数,临时股东大会会议(一)的出席率,临时股东大会会议(二)的参会股东人数,临时股东大会会议(二)的出席率,年度内董事会的会议次数,年度内以通讯方式召开的董事会会议次数,年度内监事会的会议次数,年度内股东大会的会议总次数
815,2009,27.15,6,27,5,39.78,13,5,2,5
816,2009,40.78,4,38,-95,-95,8,5,6,2
818,2009,56.34,6,59,6,55.92,6,0,5,3
819,2009,51.72,1746,60,-95,-95,6,3,4,2
820,2009,24.78,6,24,-95,-95,7,0,5,2
821,2009,29.78,5,28,693,35.79,9,6,8,4
822,2009,42.45,3,40,-95,-95,6,0,4,2
823,2009,39.97,9,39,9,40.03,10,6,6,3
825,2009,64.28,-95,-95,-95,-95,5,1,2,1
826,2009,44.91,2,45,5,45.1,13,10,7,5
828,2009,69.93,7,69,-95,-95,9,7,4,2
829,2009,48.29,5,48,-95,-95,6,3,4,2
830,2009,42.57,255,43,23,42.54,7,4,4,4
831,2009,37.54,14,34,11,29.97,8,1,5,3
833,2009,25.63,-95,-95,-95,-95,4,-95,9,1
835,2009,25.5895,2,11,-95,-95,8,3,6,2
836,2009,28.63,148,8,8,28.73,20,0,4,5
837,2009,26.68,5,26,11,26.76,8,4,4,4
838,2009,52.06,-95,-95,-95,-95,6,3,6,2
839,2009,45.33,-95,-95,-95,-95,22,-95,4,1
848,2009,45.95,-95,-95,-95,-95,4,3,4,1
850,2009,46.45,13,46,-95,-95,4,1,3,2
851,2009,19.86,3,12,5,12.59,15,12,6,9
852,2009,67.5008,7,68,3,67.51,6,-95,4,3
856,2009,31.2,354,27,-95,-95,7,0,6,2
858,2009,59.11,-95,-95,-95,-95,9,6,2,1
859,2009,34.07,6,34,4,34.1,8,3,3,4
860,2009,52.1442,8,52,-95,-95,16,-95,4,2
861,2009,69.77,2,69,2,69.75,12,8,5,4
862,2009,29.11,2,28,-95,-95,8,1,4,2
863,2009,22.26,178,50,-95,-95,4,2,3,2
868,2009,42.21,5,42,3,42.2,8,4,6,3
869,2009,63.68,-95,-95,-95,-95,4,0,3,1
875,2009,30.16,19,28,194,35.8654,11,1,8,5
876,2009,53.48,11,53,13,53.46,7,2,5,4
877,2009,40.4,5,39,116,68.1,7,2,3,6
878,2009,54.34,7,56,7,54.34,9,3,6,3
880,2009,51.3,2,51,2,51.05,4,3,4,3
881,2009,30.34,7,22,6,22.38,6,0,4,3
882,2009,61.19,65,65,5,61.19,8,0,3,6
883,2009,33.63,-95,-95,-95,-95,6,3,4,1
885,2009,58.375,1,58,5,68.76,10,3,6,4
886,2009,24.42,4,23,4,22.99,9,1,5,3
887,2009,62.61,5,66,3,62.04,16,0,12,4
888,2009,47.53,-95,-95,-95,-95,8,5,9,1
889,2009,18.8,4,41,-95,-95,6,4,4,2
890,2009,20.7,11,20,-95,-95,13,6,4,2
892,2009,25.84,980,38,3,25.86,8,6,6,5
893,2009,60.53,9,62,10,61.99,7,0,4,3
895,2009,48.51,-95,-95,-95,-95,5,0,4,1
897,2009,23.33,2,23,1,23.29,10,7,5,3
898,2009,70.41,5,70,46,72.65,11,7,5,4
899,2009,58.82,6,58,4,58.46,5,2,4,3
900,2009,34.61,-95,-95,-95,-95,4,1,4,1
901,2009,31.48,3,31,5,21.84,10,1,7,5
902,2009,44.57,3,46,2,46.24,10,0,5,7
903,2009,39.43,14,38,-95,-95,6,0,4,2
905,2009,100,6,66,-95,-95,7,4,5,2
906,2009,63.6,108,64,4,63.65,9,5,3,4
908,2009,59.55,3,59,4,59.5,12,5,4,4
909,2009,54.01,4,54,4,54.01,6,4,4,3
910,2009,53.9,40,54,4,61.81,7,6,5,4
911,2009,47.71,2,49,5,50.76,6,0,4,3
912,2009,59.36,9,59,-95,-95,6,4,5,2
913,2009,60.65,2,60,3,60.65,11,9,2,4
915,2009,0.84,1,23,-95,-95,12,6,6,2
916,2009,65.42,4,65,4,65.42,8,4,5,4
917,2009,28.44,6,21,-95,-95,9,7,5,2
918,2009,46.78,15,60,11,88.25,12,0,6,5
919,2009,57.45,7,58,-95,-95,4,1,4,2
920,2009,42.67,5,42,4,42.67,8,0,4,3
921,2009,32.24,4,33,4,33.08,33,28,7,5
922,2009,42.66,-95,-95,-95,-95,6,5,4,1
923,2009,54.55,3,54,3,54.55,9,5,5,4
925,2009,68.51,140,78,16,73.82,14,9,7,3
926,2009,26.46,35,26,160,38.54,11,-95,4,5
927,2009,79.56,-95,-95,-95,-95,5,2,3,1
928,2009,50.51,3,50,3,50.77,7,0,4,2
929,2009,37.6,-95,-95,-95,-95,4,0,4,1
930,2009,20.78,2,0,2,0.066,10,8,4,3
931,2009,30.8556,8,33,124,8.181,14,12,5,4
932,2009,67.17,174,76,6,67.12,8,0,7,5
933,2009,49.9179,12,51,-95,-95,10,6,4,2
935,2009,57.54,756,11,-95,-95,11,5,5,2
936,2009,41.31,-95,-95,-95,-95,6,2,4,1
937,2009,57.67,351,70,26,64.09,8,1,4,3
938,2009,39.24,3,39,-95,-95,9,0,9,2
939,2009,46.7,9,40,150,46.21,14,10,5,3
948,2009,40.59,3,33,4,46.69,8,2,4,3
949,2009,47.8498,10,47,77,49.8563,8,0,3,4
950,2009,72.41,4,67,-95,-95,8,4,5,2
951,2009,63.96,18,71,-95,-95,4,3,5,2
952,2009,15.4,6,15,-95,-95,8,4,3,2
953,2009,49.71,5,49,10,49.74,11,4,2,5
955,2009,15.96,3,15,4,15.92,9,0,6,4
957,2009,25.7,5,25,-95,-95,5,3,4,2
958,2009,34.32,1,34,3,34.58,12,7,4,7
959,2009,63.29,5,63,-95,-95,7,4,4,2
960,2009,52.64,7,52,6,52.29,7,4,6,3
961,2009,40.67,2,40,7,45.66,8,0,6,5
962,2009,45.8,71,46,3,45.83,7,4,4,3
963,2009,53.25,4,53,-95,-95,9,6,6,2
965,2009,75.73,1,74,43,9.9517,7,0,4,4
966,2009,52.52,3,53,2,49.19,5,3,4,3
967,2009,40.32,1,41,1,40.21,6,4,5,3
968,2009,50.69,6,50,-95,-95,8,5,7,2
969,2009,53.185,852,52,-95,-95,7,4,4,2
970,2009,42.59,-95,-95,-95,-95,5,2,4,1
971,2009,36.24,7,35,3,35.39,14,13,4,3
972,2009,36.64,3,36,3,35.69,8,0,2,5
973,2009,31.31,13,31,12,31.32,18,7,5,4
975,2009,45.2,3,42,-95,-95,8,4,7,2
976,2009,30.33,5,12,-95,-95,6,0,3,2
977,2009,51.74,5,51,-95,-95,6,4,4,2
978,2009,54.56,88,60,-95,-95,10,6,5,2
979,2009,18.97,4,15,-95,-95,8,5,6,2
980,2009,48.06,2,33,-95,-95,4,2,4,2
981,2009,66.4,5,66,69,75.87,7,3,6,4
982,2009,53.04,2,53,126,61.27,8,5,6,5
983,2009,55.83,-95,-95,-95,-95,8,0,4,1
985,2009,64.02,5,64,-95,-95,3,1,3,2
987,2009,52.88,12,52,-95,-95,9,3,4,2
988,2009,49.8699,5,45,7,44.88,8,0,4,4
989,2009,40.39,-95,-95,-95,-95,5,3,5,1
990,2009,43.94,78,54,-95,-95,5,0,4,2
993,2009,53.52,-95,-95,-95,-95,16,6,4,1
995,2009,56.43,-95,-95,-95,-95,5,0,4,1
996,2009,42.8,13,29,-95,-95,8,7,5,2
997,2009,49.96,82,55,4,45.31,12,0,5,3
998,2009,31.76,-95,-95,-95,-95,8,2,5,1
999,2009,64.13,14,67,7,63.72,9,0,6,3
1696,2009,45.6,-95,-95,-95,-95,4,3,4,1
1896,2009,81.07,57,81,-95,-95,7,3,4,2
2001,2009,62.4,76,75,-95,-95,7,6,4,2
2002,2009,47.34,3,46,3,46.82,7,0,5,3
2003,2009,46.93,11,45,-95,-95,10,5,7,2
2004,2009,60.28,9,50,-95,-95,9,7,4,2
2005,2009,42.67,6,50,10,42.8,14,12,4,9
2006,2009,44.32,3,42,4,44.32,7,3,5,5
2007,2009,74.5027,-95,-95,-95,-95,6,0,5,1
2008,2009,34.1,191,35,63,37.71,10,6,4,5
2009,2009,30.83,4,29,3,30.83,9,8,4,3
2010,2009,53.07,40,52,-95,-95,8,6,5,2
2011,2009,72.47,22,73,11,67.81,6,0,4,3
2012,2009,35.09,254,52,-95,-95,6,4,5,2
2013,2009,38.03,4,78,5,38.08,6,2,6,3
2014,2009,51.95,-95,-95,-95,-95,5,3,4,1
2015,2009,20.53,90,22,2,15.32,9,7,5,5
2016,2009,67.09,1,67,227,68.12,16,12,6,3
2017,2009,53.66,6,52,-95,-95,7,5,4,2
2018,2009,29.7,6,28,6,28.03,7,2,4,3
2019,2009,43.76,99,46,8,42.44,7,3,6,3
2020,2009,44.22,4,38,-95,-95,4,3,4,2
2021,2009,37.83,95,46,118,38.79,9,8,8,4
2022,2009,23.561,-95,-95,-95,-95,7,5,4,1
2023,2009,46.37,32,58,7,44.993,8,6,5,3
2024,2009,49.37,174,62,-95,-95,7,5,4,2
2025,2009,50.79,7,46,2,41.67,9,7,4,4
2026,2009,58.33,-95,-95,-95,-95,5,0,5,1
2027,2009,55.1,5,54,-95,-95,6,2,4,2
2028,2009,32.74,-95,-95,-95,-95,6,0,4,1
2029,2009,52.11,4,52,-95,-95,8,6,5,2
2030,2009,44.23,7,41,-95,-95,10,5,6,2
2031,2009,61.46,62,57,-95,-95,5,-95,6,2
2032,2009,86.6805,14,85,-95,-95,4,2,4,2
2033,2009,53.59,38,53,-95,-95,8,6,2,2
2034,2009,43.03,-95,-95,-95,-95,7,0,3,1
2035,2009,46.43,3,46,3,46.41,7,3,4,3
2036,2009,36.35,-95,-95,-95,-95,3,2,3,1
2037,2009,41.94,-95,-95,-95,-95,11,6,4,1
2038,2009,48.02,15,47,-95,-95,12,0,8,2
2039,2009,45.01,30,46,20,44.95,7,4,6,3
2040,2009,64.4,-95,-95,-95,-95,5,2,4,1
2041,2009,66.13,5,62,-95,-95,5,0,4,2
2042,2009,30.96,3,30,4,68.89,13,7,6,6
2043,2009,49.46,-95,-95,-95,-95,5,2,4,1
2044,2009,53.26,3,31,-95,-95,4,1,4,2
2045,2009,48.51,2,47,48,64.6262,10,7,7,3
2046,2009,37.23,128,41,3,41.7,6,5,5,4
2047,2009,39.66,29,56,23,56.1839,6,3,6,3
2048,2009,33.3,9,33,9,33.12,14,7,6,8
2049,2009,39.73,12,39,99,40.609,9,4,4,3
2050,2009,79.59,42,82,3,78.11,7,3,5,5
2051,2009,68.16,6,68,-95,-95,8,3,4,2
2052,2009,458.85,83,47,3,44.01,7,0,5,7
2053,2009,53.48,5,50,7,52.49,7,4,6,3
2054,2009,57.78,193,64,-95,-95,7,5,4,2
2055,2009,52.99,4,52,4,52.99,8,0,5,4
2056,2009,56.01,11,59,-95,-95,5,3,5,2
2057,2009,47.86,-95,-95,-95,-95,5,3,3,1
2058,2009,46.76,33,46,-95,-95,7,2,6,2
2059,2009,74.42,5,74,5,74.42,7,4,6,5
2060,2009,42.25,5,42,5,42.3,11,10,5,4
2061,2009,70.54,-95,-95,-95,-95,5,4,4,1
2062,2009,67,-95,-95,-95,-95,7,0,4,1
2063,2009,68.97,6,62,47,70.8,9,0,8,3
2064,2009,54.97,-95,-95,-95,-95,4,0,4,1
2065,2009,71.46,9,62,-95,-95,11,4,4,2
2066,2009,68.76,28,58,9,56.62,8,4,6,3
2067,2009,51.8439,128,51,7,51.0737,7,1,5,5
2068,2009,57.7,2,56,-95,-95,9,0,4,2
2069,2009,75.07,5,74,-95,-95,8,0,4,2
2070,2009,69.58,6,72,31,69.15,6,2,4,4
2071,2009,49.96,26,50,2,44.91,9,2,6,5
2072,2009,56.25,5,56,5,56.25,17,5,6,4
2073,2009,40.79,67,41,82,37.56,5,1,5,3
2074,2009,62.32,-95,-95,-95,-95,5,1,5,1
2075,2009,42.42,5,42,-95,-95,7,4,3,2
2076,2009,61.93,4,58,-95,-95,7,5,5,2
2077,2009,57.74,4,57,-95,-95,9,5,6,2
2078,2009,73.37,5,73,6,73.38,8,0,5,5
2079,2009,69.6,3,69,-95,-95,5,3,5,2
2080,2009,64.39,5,72,18,67.8789,8,6,4,5
2081,2009,70.83,3,70,10,76.36,13,0,5,3
2082,2009,47.6,-95,-95,-95,-95,12,0,4,1
2083,2009,64.6575,200,58,63,65.7,5,3,4,5
2084,2009,74.79,5,74,5,74.79,9,5,6,4
2085,2009,56.7659,-95,-95,-95,-95,7,6,7,1
2086,2009,39.18,10,38,8,33.36,6,5,4,3
2087,2009,63.38,22,57,91,60.495,10,0,6,3
2088,2009,63.55,13,58,-95,-95,5,1,5,2
2089,2009,49.36,59,48,-95,-95,7,-95,5,2
2090,2009,75.2344,-95,-95,-95,-95,5,3,4,1
2091,2009,63.11,-95,-95,-95,-95,4,3,5,1
2092,2009,45.8843,8,45,53,45.6315,12,6,7,6
2093,2009,72.54,17,74,4,72.54,9,0,7,4
2094,2009,57.89,60,58,11,57.5339,6,0,5,3
2095,2009,63.47,-95,-95,-95,-95,6,0,4,1
2096,2009,74.27,-95,-95,-95,-95,5,4,4,1
2097,2009,52.81,28,50,-95,-95,6,4,3,2
2098,2009,62.58,2,62,-95,-95,8,1,4,2
2099,2009,42.24,4,42,-95,-95,4,1,4,2
2100,2009,58.11,3,58,3,58.11,7,1,5,4
2101,2009,65.71,-95,-95,-95,-95,6,0,4,1
2102,2009,57.31,6,57,6,57.09,9,5,4,7
2103,2009,73.05,-95,-95,-95,-95,4,2,4,1
2104,2009,55.63,-95,-95,-95,-95,6,5,5,1
2105,2009,68.01,20,68,7,67.94,10,5,10,4
2106,2009,58.98,-95,-95,-95,-95,8,5,6,1
2107,2009,63.09,5,61,-95,-95,7,0,5,2
2108,2009,61.01,27,61,2,60.85,10,6,5,5
2109,2009,47.56,7,46,19,47.21,4,2,4,3
2110,2009,79.99,4,79,-95,-95,6,4,5,2
2111,2009,75.16,27,77,-95,-95,10,7,5,2
2112,2009,58.8,11,47,-95,-95,6,4,6,2
2113,2009,38.63,41,38,12,38.84,8,6,7,3
2114,2009,68.61,2,63,-95,-95,15,9,6,2
2115,2009,52.72,8,60,6,61.77,9,0,4,5
2116,2009,57.08,14,62,-95,-95,6,4,5,2
2117,2009,73.86,5,73,95,75,9,4,9,3
2118,2009,68.42,-95,-95,-95,-95,6,4,4,1
2119,2009,54.23,4,58,-95,-95,5,2,4,2
2120,2009,63.94,-95,-95,-95,-95,5,2,5,1
2121,2009,59.51,6,55,6,55.13,8,1,6,5
2122,2009,68.96,207,87,-95,-95,7,3,7,2
2123,2009,41.36,176,67,4,33.6,11,10,4,3
2124,2009,61.8,5,64,7,59.37,11,9,4,3
2125,2009,59.27,22,64,2,59.27,16,11,7,4
2126,2009,68.09,21,65,-95,-95,4,2,3,2
2127,2009,73.35,2,73,7,74.2743,7,0,7,4
2128,2009,85.76,6,85,6,84.68,7,0,4,3
2129,2009,68.84,9,69,9,68.76,11,6,4,6
2130,2009,59.87,7,59,7,59.87,9,0,4,3
2131,2009,74.2125,2,67,6,50.289,8,6,4,4
2132,2009,70.68,38,72,46,70.93,12,0,3,6
2133,2009,56.54,95,57,20,54.4,20,0,6,7
2134,2009,53.57,4,53,-95,-95,7,0,4,2
2135,2009,67.75,7,64,9,67.38,9,1,4,5
2136,2009,37.05,-95,-95,-95,-95,4,2,4,1
2137,2009,74.2444,4,74,5,74.0196,8,1,5,5
2138,2009,66.14,4,66,4,66.11,7,0,5,4
2139,2009,46.4,7,53,-95,-95,10,0,7,2
2140,2009,76.33,-95,-95,-95,-95,5,3,4,1
2141,2009,65.52,4,63,4,61.57,9,7,6,3
2142,2009,60.01,10,59,68,68.34,9,5,5,3
2143,2009,74.52,20,74,5,74.52,10,3,6,4
2144,2009,63.04,46,63,87,63.69,11,5,6,4
2145,2009,53.57,5,53,3,47.61,12,0,9,4
2146,2009,82.51,7,81,72,84.9,31,0,8,5
2147,2009,62.4,48,62,-95,-95,8,3,8,2
2148,2009,51.26,-95,-95,-95,-95,6,0,4,1
2149,2009,62.74,5,65,5,65.35,12,7,7,8
2150,2009,74.83,34,75,-95,-95,5,0,5,2
2151,2009,73.3116,6,74,6,74.0411,11,9,8,4
2152,2009,58,23,67,-95,-95,6,2,5,2
2153,2009,72.04,-95,-95,-95,-95,9,7,6,1
2154,2009,75.01,59,76,-95,-95,7,0,5,2
2155,2009,52.88,-95,-95,-95,-95,8,5,6,1
2156,2009,74.56,2,72,2,72.02,9,4,7,3
2157,2009,68.48,4,68,21,68.6366,11,0,4,3
2158,2009,74.47,3,73,-95,-95,6,4,5,2
2159,2009,26.87,40,37,-95,-95,6,0,5,2
2160,2009,68.97,6,67,-95,-95,5,3,5,2
2161,2009,67.11,12,52,6,49.1,8,5,7,3
2162,2009,74.87,19,74,21,74.87,8,1,4,3
2163,2009,63.76,12,62,9,62.43,13,8,5,4
2164,2009,74.94,7,74,54,75.6766,6,0,5,3
2165,2009,67.16,18,64,-95,-95,4,0,4,2
2166,2009,51.12,3,55,3,42.06,6,4,4,3
2167,2009,36.77,3,39,-95,-95,9,0,4,2
2168,2009,71.85,5,70,-95,-95,10,6,4,2
2169,2009,67.69,32,66,-95,-95,5,1,4,2
2170,2009,74.47,9,74,-95,-95,5,2,4,2
2171,2009,67.25,5,69,3,66.77,8,0,8,4
2172,2009,68.31,47,65,7,63.89,8,2,4,4
2173,2009,72.16,7,67,-95,-95,7,2,5,2
2174,2009,59,3,51,1,51.53,8,0,6,4
2175,2009,40.47,4,39,-95,-95,7,0,4,2
2176,2009,57.41,2,46,3,57.2,7,3,4,3
2177,2009,68.8708,48,68,13,55.1124,9,0,6,3
2178,2009,52.6359,5,52,-95,-95,9,1,6,2
2179,2009,70.98,17,68,-95,-95,5,3,4,2
2180,2009,74.8,-95,-95,-95,-95,3,1,3,1
2181,2009,49.29,-95,-95,-95,-95,7,1,4,1
2182,2009,51.64,17,50,63,53.1,6,0,5,4
2183,2009,74.06,3,74,5,74.02,8,0,5,9
2184,2009,62.1852,29,65,-95,-95,5,2,5,2
2185,2009,46.79,7,46,-95,-95,5,3,4,2
2186,2009,60.4457,10,58,-95,-95,8,4,6,2
2187,2009,74.1688,6,73,8,73.69,18,0,5,5
2188,2009,46.86,20,46,9,51.24,9,0,7,5
2189,2009,74.9,5,60,-95,-95,9,5,6,2
2190,2009,72.48,5,73,3,72.26,6,4,5,3
2191,2009,76.2385,6,73,-95,-95,10,5,8,2
2192,2009,55.43,2,44,3,44.78,10,0,4,5
2193,2009,59.19,14,59,-95,-95,5,4,4,2
2194,2009,60.56,12,73,9,60.73,7,0,5,3
2195,2009,74.74,-95,-95,-95,-95,6,2,4,1
2196,2009,74.076,21,74,23,74.076,5,4,4,3
2197,2009,48.78,30,48,8,34.92,8,0,6,3
2198,2009,75.03,-95,-95,-95,-95,4,0,4,1
2199,2009,74.2,11,74,-95,-95,6,3,5,2
2200,2009,62.18,85,54,9,49.07,10,5,8,4
2201,2009,59.33,11,59,13,59.08,8,6,6,4
2202,2009,68.52,17,52,258,67.2966,6,3,5,3
2203,2009,85.3,10,83,9,82.85,7,0,4,3
2204,2009,74.79,5,74,-95,-95,8,4,4,2
2205,2009,73.57,6,71,-95,-95,7,6,5,2
2206,2009,75.02,40,76,29,74.3958,6,1,5,3
2207,2009,45.28,81,43,88,46.53,9,4,7,6
2208,2009,68.88,19,68,69,27.8479,12,0,5,3
2209,2009,70.21,6,58,-95,-95,6,4,5,2
2210,2009,72.67,3,69,-95,-95,4,0,4,2
2211,2009,70.555,4,68,-95,-95,5,0,3,2
2212,2009,69.29,4,69,4,69.276,14,3,7,5
2213,2009,52.4,21,56,8,51.07,7,5,6,3
2214,2009,51.36,-95,-95,-95,-95,5,1,5,1
2215,2009,71.76,29,75,38,73.81,9,0,8,5
2216,2009,46.62,6,45,5,45.53,7,0,6,3
2217,2009,57.58,25,65,26,51.84,9,5,7,3
2218,2009,75.695,8,75,9,75.17,11,3,6,4
2219,2009,66.78,7,66,7,66.98,9,2,7,6
2220,2009,70.9,4,71,-95,-95,8,0,6,2
2221,2009,54.982,4,56,7,55.39,13,1,5,5
2222,2009,59.41,-95,-95,-95,-95,5,2,5,1
2223,2009,72.55,22,62,-95,-95,7,4,4,2
2224,2009,74.32,11,74,11,74.32,9,0,7,5
2225,2009,80.1,136,80,-95,-95,9,0,6,2
2226,2009,74.17,4,74,-95,-95,8,0,6,2
2227,2009,74.67,6,74,-95,-95,4,1,3,2
2228,2009,75.7307,24,75,22,76.0776,9,3,5,4
2229,2009,73.9411,11,69,14,70.07,7,-95,4,3
2230,2009,68.88,-95,-95,-95,-95,4,0,5,1
2231,2009,74.77,4,74,36,75.1234,9,0,5,3
2232,2009,74.83,10,74,10,74.83,11,2,8,4
2233,2009,76.83,38,80,11,73.6559,12,0,4,3
2234,2009,62.15,4,62,-95,-95,8,3,6,2
2235,2009,72.6075,5,74,6,73.4,11,8,6,5
2236,2009,75.03,4,63,-95,-95,9,3,5,2
2237,2009,70.148,6,72,5,66.96,9,3,7,4
2238,2009,74.91,-95,-95,-95,-95,8,5,5,1
2239,2009,74.64,4,73,-95,-95,7,3,5,1
2240,2009,74.15,7,51,-95,-95,9,6,5,2
2241,2009,66.1842,56,72,15,65.85,10,-95,5,5
2242,2009,75.24,7,75,-95,-95,6,5,4,2
2243,2009,74.89,3,68,4,65.21,7,4,4,3
2244,2009,80.77,37,82,8,80.86,18,0,6,3
2245,2009,75.0005,3,75,2,75,10,3,8,5
2246,2009,74.87,6,74,-95,-95,6,4,5,2
2247,2009,75,8,63,-95,-95,9,8,5,2
2248,2009,76.3741,6,75,31,75.8119,8,2,7,5
2249,2009,74.69,-95,-95,-95,-95,10,2,5,1
2250,2009,72.03,-95,-95,-95,-95,5,3,5,1
2251,2009,69.04,10,68,-95,-95,8,3,6,2
2252,2009,75.18,7,75,12,75.34,7,5,5,3
2253,2009,52.17,-95,-95,-95,-95,5,0,4,1
2254,2009,39.34,-95,-95,-95,-95,4,0,4,1
2255,2009,60.19,37,48,-95,-95,5,0,4,2
2256,2009,69.03,6,59,6,57.08,8,2,6,3
2258,2009,72.94,12,72,-95,-95,10,7,4,2
2259,2009,63.6,7,59,-95,-95,6,2,6,2
2260,2009,75,25,75,3,75,10,0,6,7
2261,2009,75.17,5,68,10,71.87,8,7,4,4
2262,2009,70.7398,14,69,-95,-95,9,0,5,2
2263,2009,74.54,6,73,25,73.89,12,-95,6,3
2264,2009,66.69,17,58,-95,-95,7,3,5,2
2265,2009,74.23,4,74,4,74,6,2,5,4
2266,2009,69.45,23,67,-95,-95,8,4,4,2
2267,2009,80.33,-95,-95,-95,-95,5,2,5,1
2268,2009,68.12,-95,-95,-95,-95,7,5,4,1
2269,2009,91.04,6,89,7,92.5,10,8,5,4
2270,2009,74.91,6,74,-95,-95,6,0,4,2
2271,2009,66.2,26,67,13,66.2,8,0,8,5
2272,2009,75,6,73,33,72.9694,7,2,2,4
2273,2009,66.02,14,46,17,62.13,8,5,6,3
2274,2009,74.64,-95,-95,-95,-95,6,2,4,1
2275,2009,-95,-95,-95,32,89.53,11,0,4,3
2276,2009,-95,-95,-95,11,68.96,6,4,4,3
2277,2009,-95,-95,-95,-95,-95,6,2,3,1
2278,2009,92.93,95,69,-95,-95,3,0,3,2
2279,2009,88.46,12,66,-95,-95,5,2,5,2
2280,2009,-95,12,67,-95,-95,7,5,1,2
2281,2009,-95,5,51,-95,-95,3,1,2,2
2282,2009,-95,-95,-95,15,71.27,4,0,3,3
2283,2009,-95,-95,-95,-95,-95,5,1,5,4
2284,2009,100,8,68,6,68.03,7,2,5,3
2285,2009,100,6,100,6,100,8,0,2,3
2286,2009,100,6,100,6,75,6,0,2,4
2287,2009,100,2,100,2,100,8,3,4,3
2288,2009,100,20,100,15,62.76,9,0,3,3
2289,2009,-95,-95,-95,-95,-95,10,1,6,5
2290,2009,-95,32,68,-95,-95,4,0,4,2
2291,2009,-95,8,73,-95,-95,7,4,4,2
2292,2009,100,6,75,-95,-95,8,3,5,2
2293,2009,-95,7,75,-95,-95,5,1,3,2
2294,2009,-95,-95,-95,-95,-95,8,0,2,2
2295,2009,-95,21,55,7,53.73,5,0,5,3
2296,2009,-95,-95,-95,-95,-95,3,1,2,1
2297,2009,-95,34,62,-95,-95,5,0,5,2
2298,2009,-95,-95,-95,-95,-95,6,1,3,6
2299,2009,-95,-95,-95,-95,-95,6,3,6,5
2300,2009,-95,20,92,-95,-95,8,6,6,2
2301,2009,100,-95,-95,-95,-95,5,4,2,1
2302,2009,-95,-95,-95,-95,-95,7,5,2,5
2303,2009,-95,-95,-95,-95,-95,5,0,2,2
2304,2009,-95,-95,-95,24,88.85,4,0,2,3
2305,2009,-95,-95,-95,-95,-95,5,0,3,3
2306,2009,-95,11,52,-95,-95,6,0,3,2
2307,2009,100,5,100,-95,-95,4,0,4,2
2308,2009,-95,-95,-95,-95,-95,5,1,2,1
2309,2009,-95,-95,-95,-95,-95,4,1,3,3
2310,2009,-95,-95,-95,-95,-95,8,0,2,2
2311,2009,-95,-95,-95,-95,-95,4,1,3,4
2312,2009,-95,-95,-95,-95,-95,6,2,4,2
2313,2009,-95,-95,-95,-95,-95,8,0,5,5
2314,2009,-95,-95,-95,-95,-95,6,0,3,4
2315,2009,-95,-95,-95,-95,-95,9,5,2,1
2316,2009,100,9,100,9,100,6,0,4,3
2317,2009,-95,-95,-95,-95,-95,9,0,2,4
2318,2009,-95,-95,-95,-95,-95,4,2,2,3
2319,2009,-95,-95,-95,-95,-95,2,0,1,1
2320,2009,98.95,5,100,5,100,5,1,2,3
2321,2009,-95,-95,-95,-95,-95,4,1,3,3
2322,2009,-95,-95,-95,-95,-95,3,0,2,1
2323,2009,100,4,100,4,100,4,0,4,3
2324,2009,100,17,100,-95,-95,2,1,2,2
2325,2009,100,-95,-95,-95,-95,2,0,2,1
2326,2009,-95,-95,-95,-95,-95,5,0,2,4
2327,2009,95.89,42,88,42,88.17,6,0,2,3
2328,2009,99.947,31,100,-95,-95,3,0,2,2
2329,2009,-95,-95,-95,-95,-95,11,0,4,4
2330,2009,-95,-95,-95,-95,-95,5,0,2,4
2331,2009,100,26,100,26,100,4,0,2,3
2332,2009,-95,-95,-95,-95,-95,3,1,2,2
2333,2009,-95,-95,-95,-95,-95,4,0,3,2
2334,2009,-95,-95,-95,-95,-95,7,0,2,3
2335,2009,-95,-95,-95,-95,-95,6,0,2,4
2336,2009,-95,-95,-95,-95,-95,5,0,2,2
2337,2009,100,5,100,5,100,8,0,2,4
2338,2009,-95,-95,-95,-95,-95,2,0,2,2
2339,2009,96.74,20,96,20,96.74,5,0,2,4
2340,2009,100,8,100,8,100,7,0,2,3
2341,2009,-95,-95,-95,-95,-95,6,0,2,6
2342,2009,-95,-95,-95,-95,-95,13,0,4,11
2343,2009,-95,-95,-95,-95,-95,4,0,2,3
2344,2009,100,31,100,31,100,4,0,2,3
2345,2009,-95,-95,-95,-95,-95,6,0,3,3
2346,2009,100,-95,-95,-95,-95,3,0,2,1
2347,2009,100,-95,-95,-95,-95,3,0,1,1
2348,2009,100,-95,-95,-95,-95,2,0,2,1
2349,2009,-95,-95,-95,-95,-95,5,3,2,1
2350,2009,-95,-95,-95,-95,-95,2,1,2,1
2351,2009,-95,-95,-95,-95,-95,5,0,2,4
2352,2009,-95,-95,-95,-95,-95,3,0,2,2
2353,2009,96.81,132,96,-95,-95,6,0,2,2
2354,2009,100,5,100,5,100,8,0,3,5
2355,2009,100,49,100,-95,-95,2,0,2,2
2356,2009,100,-95,-95,-95,-95,2,0,2,1
2357,2009,100,27,100,14,82.39,9,2,3,5
2358,2009,-95,-95,-95,-95,-95,3,0,2,2
2359,2009,-95,-95,-95,-95,-95,3,0,2,1
300001,2009,-95,-95,-95,-95,-95,4,0,2,3
300002,2009,100,17,100,46,100,10,0,4,7
